Fiscal_Year,Query_Run,Customer,SubCustomer,AnnualSubCustomerVendorRank,ContractorDisplayName,ParentID,JointVenture,SumOfobligatedAmount,SumOfnumberOfActions,WarningFlag
2000,59:34.8,State and IAP,USAID,66,INTERNATIONAL FOUNDATION FOR E^,INTERNATIONAL FOUNDATION FOR E,0,520000,1,0
2000,59:34.8,State and IAP,State,81,GRAYBAR^,GRAYBAR,0,518186.7,9,0
2000,59:34.8,State and IAP,State,82,Accenture,ACCENTURE,0,502000,4,0
2000,59:34.8,State and IAP,State,83,Deloitte,DELOITTE,0,501000,5,0
2000,59:34.8,State and IAP,USAID,67,JUAREZ & ASSOCIATES^,JUAREZ & ASSOCIATES,0,500000,1,0
2000,59:34.8,State and IAP,USAID,0,784629446^!,784629446,NULL,500000,1,1
2000,59:34.8,State and IAP,USAID,68,URBAN INSTITUTE^,URBAN INSTITUTE,0,491000,4,0
2000,59:34.8,State and IAP,State,84,DYN^,DYN,0,490000,17,0
2000,59:34.8,State and IAP,State,85,SETTLES ASSOCIATES^,SETTLES ASSOCIATES,0,486582,3,0
2000,59:34.8,State and IAP,State,86,BLYTHE & ASSOCIATES^,BLYTHE & ASSOCIATES,0,479000,5,0
2000,59:34.8,State and IAP,State,87,Harris,HARRIS,0,475000,5,0
2000,59:34.8,State and IAP,State,88,AVAYA^,AVAYA,0,458000,2,0
2000,59:34.8,State and IAP,State,89,GATEWAY^,GATEWAY,0,447000,10,0
2000,59:34.8,State and IAP,USAID,0,960214732^!,960214732,NULL,437000,1,1
2000,59:34.8,State and IAP,USAID,69,WEIDEMANN ASSOCIATES ORPOR^,WEIDEMANN ASSOCIATES ORPOR,0,428000,3,0
2000,59:34.8,State and IAP,State,90,NOBLIS^,NOBLIS,0,421000,4,0
2000,59:34.8,State and IAP,State,91,PAE GOVERNMENT SERVICESORP^,PAE GOVERNMENT SERVICESORP,0,418000,1,0
2000,59:34.8,State and IAP,State,92,BERGER GROUP^,BERGER GROUP,0,409000,3,0
2000,59:34.8,State and IAP,NULL,0,943356014^!,943356014,NULL,408000,4,1
2000,59:34.8,State and IAP,USAID,70,THE KNIGHT GROUP^,THE KNIGHT GROUP,0,399000,2,0
2000,59:34.8,State and IAP,NULL,0,4833810^!,4833810,NULL,399000,4,1
2000,59:34.8,State and IAP,State,93,ENGINEERED SUPPORT SYSTEMS^,ENGINEERED SUPPORT SYSTEMS,0,387000,5,0
2000,59:34.8,State and IAP,State,94,SECURIGUARD^,SECURIGUARD,0,380000,2,0
2000,59:34.8,State and IAP,State,95,HAMILTON PRODUCTS^,HAMILTON PRODUCTS,0,378000,5,0
2000,59:34.8,State and IAP,USAID,71,TEMPEST ENVIRONMENTAL SYSTEMS^,TEMPEST ENVIRONMENTAL SYSTEMS,0,376000,1,0
2000,59:34.8,State and IAP,USAID,72,ICMA^,ICMA,0,370000,6,0
2000,59:34.8,State and IAP,State,96,Reed Elsevier^,Reed Elsevier,0,369000,1,0
2000,59:34.8,State and IAP,NULL,0,939070942^!,939070942,NULL,343000,2,1
2000,59:34.8,State and IAP,State,97,CDW^,CDW,0,341000,6,0
2000,59:34.8,State and IAP,USAID,0,608717450^!,608717450,NULL,338000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,62393314^!,62393314,NULL,337000,2,1
2000,59:34.8,State and IAP,PEACE CORPS,2,GTSI^,GTSI,0,319000,1,0
2000,59:34.8,State and IAP,USAID,73,TRANSFAIR INTERNATIONAL^,TRANSFAIR INTERNATIONAL,0,302000,4,0
2000,59:34.8,State and IAP,USAID,74,BRENNAN THOMAS O^,BRENNAN THOMAS O,0,301000,1,0
2000,59:34.8,State and IAP,USAID,75,NATIONAL CENTER FOR STATE COUR^,NATIONAL CENTER FOR STATE COUR,0,300000,3,0
2000,59:34.8,State and IAP,State,98,SRI INTERNATIONAL^,SRI INTERNATIONAL,0,300000,1,0
2000,59:34.8,State and IAP,State,99,FORD MOTOR COMPANY^,FORD MOTOR COMPANY,0,298000,1,0
2000,59:34.8,State and IAP,USAID,0,499252914^!,499252914,NULL,297000,2,1
2000,59:34.8,State and IAP,State,100,General Dynamics,GENERAL DYNAMICS,0,297000,3,0
2000,59:34.8,State and IAP,USAID,0,Foreign Contractor^,Foreign Contractor,0,286805.6,11,0
2000,59:34.8,State and IAP,PEACE CORPS,0,828844720^!,828844720,NULL,286000,1,1
2000,59:34.8,State and IAP,NULL,0,938319324^!,938319324,NULL,278000,3,1
2000,59:34.8,State and IAP,USAID,0,198645293^!,198645293,NULL,275000,2,1
2000,59:34.8,State and IAP,PEACE CORPS,0,194032918^!,194032918,NULL,271000,2,1
2000,59:34.8,State and IAP,USAID,0,187373162^!,187373162,NULL,256000,3,1
2000,59:34.8,State and IAP,PEACE CORPS,0,954611513^!,954611513,NULL,251000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,968336701^!,968336701,NULL,250000,4,1
2000,59:34.8,State and IAP,USAID,76,MIRIAM G LUTZ^,MIRIAM G LUTZ,0,247000,1,0
2000,59:34.8,State and IAP,USAID,0,86756686^!,86756686,NULL,230000,4,1
2000,59:34.8,State and IAP,USAID,0,954609723^!,954609723,NULL,225000,1,1
2000,59:34.8,State and IAP,USAID,77,SIMOES EILEEN M^,SIMOES EILEEN M,0,223000,2,0
2000,59:34.8,State and IAP,USAID,78,ROBERT MEEHAN^,ROBERT MEEHAN,0,213000,2,0
2000,59:34.8,State and IAP,USAID,79,ROBERTA VAN HAEFTEN^,ROBERTA VAN HAEFTEN,0,211000,1,0
2000,59:34.8,State and IAP,State,113,Lockheed Martin,LOCKHEED MARTIN,0,208000,2,0
2000,59:34.8,State and IAP,PEACE CORPS,0,16190816^!,16190816,NULL,205000,1,1
2000,59:34.8,State and IAP,USAID,80,GOODWAY GRAPHICS OF VIRGINIA^,GOODWAY GRAPHICS OF VIRGINIA,0,204000,33,0
2000,59:34.8,State and IAP,USAID,81,SOUTHERN CALIFORNIA EDISON^,SOUTHERN CALIFORNIA EDISON,0,200000,1,0
2000,59:34.8,State and IAP,USAID,82,JONES SARAH E^,JONES SARAH E,0,199000,2,0
2000,59:34.8,State and IAP,USAID,0,626579684^!,626579684,NULL,198000,1,1
2000,59:34.8,State and IAP,USAID,0,45307746^!,45307746,NULL,198000,3,1
2000,59:34.8,State and IAP,USAID,0,928962554^!,928962554,NULL,192000,1,1
2000,59:34.8,State and IAP,USAID,83,POOLE GALDAS JACQUELYN^,POOLE GALDAS JACQUELYN,0,187000,1,0
2000,59:34.8,State and IAP,USAID,84,WALTER BONNIE N^,WALTER BONNIE N,0,184000,2,0
2000,59:34.8,State and IAP,NULL,0,126520683^!,126520683,NULL,183000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,422130856^!,422130856,NULL,176000,1,1
2000,59:34.8,State and IAP,USAID,85,DEVELOPMENT ASSOCIATES^,DEVELOPMENT ASSOCIATES,0,175000,5,0
2000,59:34.8,State and IAP,USAID,86,BOGOSIAN RICHARD^,BOGOSIAN RICHARD,0,174000,1,0
2000,59:34.8,State and IAP,USAID,87,MCFADDEN JOHN^,MCFADDEN JOHN,0,173000,2,0
2000,59:34.8,State and IAP,USAID,0,66597147^!,66597147,NULL,172000,1,1
2000,59:34.8,State and IAP,USAID,88,PRIFTIS THEODORE^,PRIFTIS THEODORE,0,172000,2,0
2000,59:34.8,State and IAP,USAID,89,SCOTT PAUL M^,SCOTT PAUL M,0,171000,3,0
2000,59:34.8,State and IAP,USAID,90,LYKES LINES^,LYKES LINES,0,170000,1,0
2000,59:34.8,State and IAP,State,0,Foreign Contractor^,Foreign Contractor,0,166653,3,0
2000,59:34.8,State and IAP,USAID,91,MYER JOHN W^,MYER JOHN W,0,166000,1,0
2000,59:34.8,State and IAP,USAID,92,DIGICON^,DIGICON,0,165000,1,0
2000,59:34.8,State and IAP,USAID,0,127701089^!,127701089,NULL,164000,1,1
2000,59:34.8,State and IAP,USAID,93,BURKE JOANNE^,BURKE JOANNE,0,163000,1,0
2000,59:34.8,State and IAP,USAID,94,O'DONNELL CHRISTOPHER^,O'DONNELL CHRISTOPHER,0,161000,2,0
2000,59:34.8,State and IAP,USAID,95,MARY T LEARY^,MARY T LEARY,0,157000,1,0
2000,59:34.8,State and IAP,USAID,96,BALDRIDGE WILLIAM^,BALDRIDGE WILLIAM,0,155000,2,0
2000,59:34.8,State and IAP,USAID,96,MCKEON ELIZABETH^,MCKEON ELIZABETH,0,155000,1,0
2000,59:34.8,State and IAP,USAID,0,122822674^!,122822674,NULL,151000,1,1
2000,59:34.8,State and IAP,USAID,0,361192730^!,361192730,NULL,150000,1,1
2000,59:34.8,State and IAP,USAID,98,STATE UNIVERSITY OF NEW YORK^,STATE UNIVERSITY OF NEW YORK,0,150000,3,0
2000,59:34.8,State and IAP,USAID,99,SETCHELL CHARLES^,SETCHELL CHARLES,0,149000,1,0
2000,59:34.8,State and IAP,USAID,99,BOURGAULT JEANNE M^,BOURGAULT JEANNE M,0,149000,2,0
2000,59:34.8,State and IAP,USAID,99,SHERMAN SKYLAR^,SHERMAN SKYLAR,0,149000,2,0
2000,59:34.8,State and IAP,USAID,0,787361302^!,787361302,NULL,148000,1,1
2000,59:34.8,State and IAP,USAID,0,309702470^!,309702470,NULL,142000,1,1
2000,59:34.8,State and IAP,USAID,0,361171650^!,361171650,NULL,140000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,3,iGOV^,iGOV,0,137000,3,0
2000,59:34.8,State and IAP,PEACE CORPS,3,Northrop Grumman,NORTHROP GRUMMAN,0,137000,7,0
2000,59:34.8,State and IAP,PEACE CORPS,0,91207659^!,91207659,NULL,134000,3,1
2000,59:34.8,State and IAP,PEACE CORPS,0,90045647^!,90045647,NULL,130000,2,1
2000,59:34.8,State and IAP,NULL,1,Chemonics International,CHEMONICS INTERNATIONAL,0,129000,2,0
2000,59:34.8,State and IAP,USAID,0,949358303^!,949358303,NULL,127000,1,1
2000,59:34.8,State and IAP,USAID,0,44520448^!,44520448,NULL,125000,1,1
2000,59:34.8,State and IAP,USAID,0,113702380^!,113702380,NULL,125000,1,1
2000,59:34.8,State and IAP,USAID,0,837403583^!,837403583,NULL,123000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,28998151^!,28998151,NULL,120000,2,1
2000,59:34.8,State and IAP,USAID,0,364301494^!,364301494,NULL,116000,1,1
2000,59:34.8,State and IAP,NULL,0,38997573^!,38997573,NULL,115000,2,1
2000,59:34.8,State and IAP,USAID,0,49004513^!,49004513,NULL,114000,1,1
2000,59:34.8,State and IAP,USAID,0,127696941^!,127696941,NULL,112000,2,1
2000,59:34.8,State and IAP,PEACE CORPS,0,198567364^!,198567364,NULL,111000,3,1
2000,59:34.8,State and IAP,PEACE CORPS,5,Unisys,UNISYS,0,109000,2,0
2000,59:34.8,State and IAP,USAID,0,109398524^!,109398524,NULL,108000,2,1
2000,59:34.8,State and IAP,USAID,0,127692486^!,127692486,NULL,107000,1,1
2000,59:34.8,State and IAP,USAID,0,929027639^!,929027639,NULL,105000,1,1
2000,59:34.8,State and IAP,USAID,0,112460147^!,112460147,NULL,102000,1,1
2000,59:34.8,State and IAP,USAID,0,49115616^!,49115616,NULL,100000,1,1
2000,59:34.8,State and IAP,USAID,0,789139859^!,789139859,NULL,99000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,92538073^!,92538073,NULL,92000,1,1
2000,59:34.8,State and IAP,USAID,0,788144491^!,788144491,NULL,87000,1,1
2000,59:34.8,State and IAP,USAID,0,101116106^!,101116106,NULL,86000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,948853528^!,948853528,NULL,84000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,356666888^!,356666888,NULL,81000,1,1
2000,59:34.8,State and IAP,USAID,0,73272692^!,73272692,NULL,80000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,867905721^!,867905721,NULL,77000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,81068520^!,81068520,NULL,76000,2,1
2000,59:34.8,State and IAP,NULL,0,932296486^!,932296486,NULL,75000,3,1
2000,59:34.8,State and IAP,USAID,0,877114801^!,877114801,NULL,74000,1,1
2000,59:34.8,State and IAP,USAID,0,101682776^!,101682776,NULL,74000,1,1
2000,59:34.8,State and IAP,USAID,0,77811334^!,77811334,NULL,74000,1,1
2000,59:34.8,State and IAP,USAID,0,41776902^!,41776902,NULL,73000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,607261369^!,607261369,NULL,73000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,499253177^!,499253177,NULL,72000,1,1
2000,59:34.8,State and IAP,USAID,165,CACI,CACI,0,70000,2,0
2000,59:34.8,State and IAP,PEACE CORPS,0,41466173^!,41466173,NULL,69000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,62554246^!,62554246,NULL,68000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,954606398^!,954606398,NULL,68000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,6,GARTNER^,GARTNER,0,65000,1,0
2000,59:34.8,State and IAP,PEACE CORPS,0,645193517^!,645193517,NULL,64000,2,1
2000,59:34.8,State and IAP,USAID,0,101050255^!,101050255,NULL,64000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,125267125^!,125267125,NULL,64000,1,1
2000,59:34.8,State and IAP,USAID,0,625373972^!,625373972,NULL,62000,1,1
2000,59:34.8,State and IAP,USAID,0,59222203^!,59222203,NULL,62000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,12084591^!,12084591,NULL,61000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,954603783^!,954603783,NULL,61000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,954600805^!,954600805,NULL,59000,2,1
2000,59:34.8,State and IAP,NULL,0,4337379^!,4337379,NULL,58000,2,1
2000,59:34.8,State and IAP,USAID,0,94102035^!,94102035,NULL,55000,2,1
2000,59:34.8,State and IAP,USAID,0,127698723^!,127698723,NULL,53000,1,1
2000,59:34.8,State and IAP,USAID,0,106325900^!,106325900,NULL,50000,1,1
2000,59:34.8,State and IAP,NULL,0,120287383^!,120287383,NULL,50000,1,1
2000,59:34.8,State and IAP,State,146,Hensel Phelps,HENSEL PHELPS CONSTRUCTION,0,50000,1,0
2000,59:34.8,State and IAP,PEACE CORPS,0,806294513^!,806294513,NULL,47000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,954611901^!,954611901,NULL,47000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,954609038^!,954609038,NULL,47000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,7,LEARNING TREE INTERNATIONAL^,LEARNING TREE INTERNATIONAL,0,46000,1,0
2000,59:34.8,State and IAP,PEACE CORPS,0,645193434^!,645193434,NULL,44000,1,1
2000,59:34.8,State and IAP,USAID,0,879409092^!,879409092,NULL,44000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,851190140^!,851190140,NULL,43000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,849307145^!,849307145,NULL,42000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,851190157^!,851190157,NULL,42000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,854791167^!,854791167,NULL,41000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,645195736^!,645195736,NULL,41000,2,1
2000,59:34.8,State and IAP,NULL,0,930554902^!,930554902,NULL,40000,1,1
2000,59:34.8,State and IAP,NULL,0,13777029^!,13777029,NULL,40000,1,1
2000,59:34.8,State and IAP,NULL,0,783483324^!,783483324,NULL,40000,1,1
2000,59:34.8,State and IAP,USAID,0,42336776^!,42336776,NULL,40000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,851253211^!,851253211,NULL,38000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,954600797^!,954600797,NULL,38000,2,1
2000,59:34.8,State and IAP,PEACE CORPS,0,954599619^!,954599619,NULL,37000,1,1
2000,59:34.8,State and IAP,USAID,0,3423001^!,3423001,NULL,37000,2,1
2000,59:34.8,State and IAP,NULL,0,541609801^!,541609801,NULL,37000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,954599601^!,954599601,NULL,37000,1,1
2000,59:34.8,State and IAP,USAID,0,961750155^!,961750155,NULL,37000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,760827873^!,760827873,NULL,36000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,954605457^!,954605457,NULL,36000,1,1
2000,59:34.8,State and IAP,USAID,0,37044885^!,37044885,NULL,35000,1,1
2000,59:34.8,State and IAP,NULL,0,610688223^!,610688223,NULL,35000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,6012801^!,6012801,NULL,35000,1,1
2000,59:34.8,State and IAP,NULL,2,NATIONAL ACADEMY OF PUBLIC^,NATIONAL ACADEMY OF PUBLIC,0,35000,1,0
2000,59:34.8,State and IAP,USAID,201,CH2M HILL^,CH2M HILL,0,35000,3,0
2000,59:34.8,State and IAP,PEACE CORPS,0,32893146^!,32893146,NULL,35000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,954608956^!,954608956,NULL,34000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,499253144^!,499253144,NULL,34000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,954608972^!,954608972,NULL,34000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,8,STERLING^,STERLING,0,34000,2,0
2000,59:34.8,State and IAP,PEACE CORPS,0,954608923^!,954608923,NULL,34000,1,1
2000,59:34.8,State and IAP,NULL,0,522217223^!,522217223,NULL,33000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,645195769^!,645195769,NULL,33000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,954608949^!,954608949,NULL,33000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,9,TRIUMPH GROUP^,TRIUMPH GROUP,0,33000,1,0
2000,59:34.8,State and IAP,PEACE CORPS,0,954608980^!,954608980,NULL,32000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,954608998^!,954608998,NULL,32000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,645186222^!,645186222,NULL,29000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,954609079^!,954609079,NULL,29000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,645195777^!,645195777,NULL,28000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,705666998^!,705666998,NULL,28000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,954609004^!,954609004,NULL,28000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,499253110^!,499253110,NULL,27000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,633271788^!,633271788,NULL,27000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,499253102^!,499253102,NULL,27000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,499415065^!,499415065,NULL,26247,2,1
2000,59:34.8,State and IAP,PEACE CORPS,0,499253169^!,499253169,NULL,26000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,954609012^!,954609012,NULL,26000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,499253078^!,499253078,NULL,26000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,499253094^!,499253094,NULL,26000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,10,NCS PEARSON^,NCS PEARSON,0,26000,1,0
2000,59:34.8,State and IAP,PEACE CORPS,0,954609087^!,954609087,NULL,25000,1,1
2000,59:34.8,State and IAP,NULL,0,37754496^!,37754496,NULL,25000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,830325689^!,830325689,NULL,25000,1,1
2000,59:34.8,State and IAP,PEACE CORPS,11,ACS^,ACS,0,22000,1,0
2000,59:34.8,State and IAP,USAID,0,947071460^!,947071460,NULL,18000,2,1
2000,59:34.8,State and IAP,USAID,0,6918577^!,6918577,NULL,17000,1,1
2000,59:34.8,State and IAP,USAID,0,137394466^!,137394466,NULL,15000,3,1
2000,59:34.8,State and IAP,USAID,0,155940364^!,155940364,NULL,15000,2,1
2000,59:34.8,State and IAP,State,175,Mantech International,MANTECH INTL A,0,14000,2,0
2000,59:34.8,State and IAP,PEACE CORPS,0,126511963^!,126511963,NULL,13000,1,1
2000,59:34.8,State and IAP,USAID,0,926141698^!,926141698,NULL,13000,1,1
2000,59:34.8,State and IAP,USAID,0,82900304^!,82900304,NULL,13000,2,1
2000,59:34.8,State and IAP,State,177,Cardinal Health,CARDINAL HEALTH,0,6538.48,1,0
2000,59:34.8,State and IAP,PEACE CORPS,0,954608964^!,954608964,NULL,3000,1,1
2000,59:34.8,State and IAP,USAID,0,2983141^!,2983141,NULL,3000,1,1
2000,59:34.8,State and IAP,USAID,0,176761351^!,176761351,NULL,3000,2,1
2000,59:34.8,State and IAP,PEACE CORPS,0,954998068^!,954998068,NULL,3000,2,1
2000,59:34.8,State and IAP,State,182,Fedex,FEDEX,0,2000,1,0
2000,59:34.8,State and IAP,USAID,0,940025679^!,940025679,NULL,1000,1,1
2000,59:34.8,State and IAP,USAID,0,128380672^!,128380672,NULL,402,1,1
2000,59:34.8,State and IAP,USAID,0,21876420^!,21876420,NULL,0,1,1
2000,59:34.8,State and IAP,PEACE CORPS,0,**VARIABLE^,**VARIABLE,0,0,2,0
2000,59:34.8,State and IAP,PEACE CORPS,0,625028691^!,625028691,NULL,-80000,2,1
2000,59:34.8,State and IAP,PEACE CORPS,12,MACFADDEN & ASSOCIATES^,MACFADDEN & ASSOCIATES,0,-241000,1,0
2001,59:34.8,State and IAP,State,0,NULL,Unranked Vendor,NULL,202670519.1,3159,1
2001,59:34.8,State and IAP,State,1,Dyncorp,DYNCORP INTERNATIONAL,0,163626996.2,106,0
2001,59:34.8,State and IAP,USAID,0,Foreign Contractor^,Foreign Contractor,0,150415776.7,914,0
2001,59:34.8,State and IAP,State,2,JA Jones Construction,JA JONES CONSTRUCTION [PHILLIP HOLZMANN AG],0,117931000,19,0
2001,59:34.8,State and IAP,USAID,1,ABT Associates,ABT ASSOCIATES,0,84679000,19,0
2001,59:34.8,State and IAP,State,3,Tutor Perini Corporation,TUTOR PERINI,0,74725617,45,0
2001,59:34.8,State and IAP,State,4,Halliburton,HALLIBURTON,0,73623119,88,0
2001,59:34.8,State and IAP,USAID,2,Development Alternatives Group,DEVELOPMENT ALTERNATIVES,0,69747000,51,0
2001,59:34.8,State and IAP,State,5,STG INTERNATIONAL^,STG INTERNATIONAL,0,50638709.69,457,0
2001,59:34.8,State and IAP,State,6,PAE,PACIFIC ARCHITECTS & ENGINEERS,0,47824000,36,0
2001,59:34.8,State and IAP,State,1,20305876^!,20305876,NULL,40581000,19,1
2001,59:34.8,State and IAP,USAID,3,Chemonics International,CHEMONICS INTERNATIONAL,0,39059670,56,0
2001,59:34.8,State and IAP,State,2,616067880^!,616067880,NULL,38099000,36,1
2001,59:34.8,State and IAP,State,3,48334080^!,48334080,NULL,35000000,1,1
2001,59:34.8,State and IAP,USAID,1,74808718^!,74808718,NULL,33078000,39,1
2001,59:34.8,State and IAP,USAID,4,John Snow,JOHN SNOW INCORPORATED,0,29357000,17,0
2001,59:34.8,State and IAP,State,7,INTER CON SECURITY SYSTEMS^,INTER CON SECURITY SYSTEMS,0,29115916.08,33,0
2001,59:34.8,State and IAP,State,8,AT&T,AT&T,0,28740000,24,0
2001,59:34.8,State and IAP,State,4,59847384^!,59847384,NULL,27923000,8,1
2001,59:34.8,State and IAP,State,5,82172636^!,82172636,NULL,26962000,6,1
2001,59:34.8,State and IAP,State,9,GTSI^,GTSI,0,25707000,152,0
2001,59:34.8,State and IAP,State,10,Textron,TEXTRON,0,25550000,8,0
2001,59:34.8,State and IAP,State,6,183401611^!,183401611,NULL,24375000,24,1
2001,59:34.8,State and IAP,State,11,Stanley,STANLEY,0,22623000,40,0
2001,59:34.8,State and IAP,State,12,AMERICAN INSTITUTE IN TAIWAN^,AMERICAN INSTITUTE IN TAIWAN,0,21291000,37,0
2001,59:34.8,State and IAP,State,13,KAMAN DIVERSFIED TECH^,KAMAN DIVERSFIED TECH,0,21000000,1,0
2001,59:34.8,State and IAP,State,7,462087511^!,462087511,NULL,20400000,1,1
2001,59:34.8,State and IAP,State,14,SI INTERNATIONAL [SERCO GROUP PLC]^,SI INTERNATIONAL [SERCO GROUP PLC],0,19637000,56,0
2001,59:34.8,State and IAP,USAID,0,77326304^!,77326304,NULL,18349000,7,1
2001,59:34.8,State and IAP,USAID,5,BARENTS GROUP^,BARENTS GROUP,0,17817000,15,0
2001,59:34.8,State and IAP,State,15,Computer Sciences Corp.,COMPUTER SCIENCES,0,17786829.47,122,0
2001,59:34.8,State and IAP,State,16,Motorola,MOTOROLA,0,17192012.9,42,0
2001,59:34.8,State and IAP,USAID,6,PRICEWATERHOUSECOOPERS^,PRICEWATERHOUSECOOPERS,0,16517441,40,0
2001,59:34.8,State and IAP,State,17,EMCOR COMPANY^,EMCOR COMPANY,0,16192000,43,0
2001,59:34.8,State and IAP,State,18,IBM,IBM,0,15883769.36,73,0
2001,59:34.8,State and IAP,State,0,37192010^!,37192010,NULL,15870000,3,1
2001,59:34.8,State and IAP,State,19,RONCO CONSULTING^,RONCO CONSULTING,0,15336000,40,0
2001,59:34.8,State and IAP,USAID,7,Creative Associates International,CREATIVE ASSOCIATES INTERNATIONAL,0,15296000,9,0
2001,59:34.8,State and IAP,State,0,179964747^!,179964747,NULL,14602000,7,1
2001,59:34.8,State and IAP,State,20,G4S PLC^,G4S PLC,0,14036000,55,0
2001,59:34.8,State and IAP,USAID,8,MACRO INTERNATIONAL^,MACRO INTERNATIONAL,0,14000000,10,0
2001,59:34.8,State and IAP,USAID,9,WYETH^,WYETH,0,13967000,2,0
2001,59:34.8,State and IAP,USAID,10,NATHAN ASSOCIATES^,NATHAN ASSOCIATES,0,13896000,14,0
2001,59:34.8,State and IAP,State,21,BAE Systems,BAE SYSTEMS,0,13779376.82,80,0
2001,59:34.8,State and IAP,State,22,Northrop Grumman,NORTHROP GRUMMAN,0,13742801.99,47,0
2001,59:34.8,State and IAP,USAID,0,**VARIABLE^,**VARIABLE,0,13604000,4,0
2001,59:34.8,State and IAP,USAID,0,861428142^!,861428142,NULL,13504000,4,1
2001,59:34.8,State and IAP,State,0,NULL,Unranked Vendor,0,12785403.84,222,0
2001,59:34.8,State and IAP,State,0,153952353^!,153952353,NULL,12695000,11,1
2001,59:34.8,State and IAP,USAID,11,Tetra Tech,TETRA TECH,0,12573000,17,0
2001,59:34.8,State and IAP,USAID,0,108254181^!,108254181,NULL,12400000,1,1
2001,59:34.8,State and IAP,USAID,12,General Dynamics,GENERAL DYNAMICS,0,12221000,3,0
2001,59:34.8,State and IAP,State,0,627810476^!,627810476,NULL,11636945.72,236,1
2001,59:34.8,State and IAP,USAID,13,MONTGOMERY WATSON^,MONTGOMERY WATSON,0,11600000,1,0
2001,59:34.8,State and IAP,USAID,14,Deloitte,DELOITTE,0,10992000,7,0
2001,59:34.8,State and IAP,State,0,85074052^!,85074052,NULL,10885000,183,1
2001,59:34.8,State and IAP,State,23,AMERICAN MANAGEMENT SYSTEMS^,AMERICAN MANAGEMENT SYSTEMS,0,10731000,17,0
2001,59:34.8,State and IAP,PEACE CORPS,1,Northrop Grumman,NORTHROP GRUMMAN,0,10356523,21,0
2001,59:34.8,State and IAP,State,0,74801051^!,74801051,NULL,10148000,7,1
2001,59:34.8,State and IAP,USAID,0,160944971^!,160944971,NULL,10007000,2,1
2001,59:34.8,State and IAP,USAID,15,Booz Allen Hamilton,BOOZ ALLEN HAMILTON,0,9959000,10,0
2001,59:34.8,State and IAP,State,24,CACI,CACI,0,9882168.66,99,0
