SubCustomer,ServicesCategory,VendorSize,SumOfobligatedAmount,SumOfnumberOfActions,Legacy
Army,MED,Small,8848103,1322,Professional Service
Army,MED,Unlabeled,19765,7,Professional Service
Army,PAMS,Large (Small Subsidiary),111512380,623,Professional Service
Army,PAMS,Large: Big 6 (Small Subsidiary),111477555.9,292,Professional Service
Army,PAMS,Medium <1B,2676261226,18960,Professional Service
Army,Products,Large (Small Subsidiary),201173709,1485,Professional Service
Army,Products,Large: Big 6 (Small Subsidiary),117374786,388,Professional Service
Army,Unlabeled,Medium <1B,5139535.97,38,Professional Service
DLA,FRS&C,Large,116280,1,Other Service
DLA,FRS&C,Small,1048450,9,Other Service
DLA,FRS&C,Unlabeled,7845073,6,Professional Service
DLA,PAMS,Medium >1B (Small Subsidiary),5533032,5,Professional Service
DLA,R&D,Medium <1B,13762643,52,Professional Service
MDA,PAMS,Large (Small Subsidiary),10066071.21,14,Professional Service
MDA,PAMS,Medium <1B,7504835,18,Professional Service
MDA,Products,Large: Big 6 (Small Subsidiary),29673,1,Professional Service
MDA,Products,Medium <1B,3216,1,Professional Service
MDA,R&D,Large,183705523,83,Professional Service
MDA,R&D,Medium >1B,6184778,5,Professional Service
MilitaryHealth,ICT,Small,130054,5,Professional Service
MilitaryHealth,Unlabeled,Medium <1B,0,1,Professional Service
Navy,FRS&C,Large (Small Subsidiary),41456030,442,Professional Service
Navy,FRS&C,Large: Big 6,327750,6,Other Service
Navy,FRS&C,Large: Big 6 (Small Subsidiary),2874840,31,Professional Service
Navy,FRS&C,Medium <1B,1376855032,13436,Professional Service
Navy,ICT,Medium >1B,69134953,503,Professional Service
Navy,PAMS,Large: Big 6 JV,547693,2,Professional Service
Navy,Products,Large: Big 6 JV,515682034,42,Professional Service
Navy,R&D,Medium >1B (Small Subsidiary),6864205,52,Professional Service
Other DoD,ERS,Medium >1B,5571691,2,Professional Service
Other DoD,FRS&C,Large,10424151,46,Professional Service
Other DoD,FRS&C,Large (Small Subsidiary),-1316,2,Other Service
Other DoD,FRS&C,Medium >1B (Small Subsidiary),64097581,16,Professional Service
Other DoD,FRS&C,Small,44686844,211,Professional Service
Other DoD,Fuel,Small,101260,1,Professional Service
Other DoD,ICT,Small,448653950.8,1236,Professional Service
Other DoD,Products,Medium >1B,28489792,68,Professional Service
Air Force,ERS,Large (Small Subsidiary),5034497,13,Professional Service
Air Force,ERS,Large: Big 6 (Small Subsidiary),4532333,10,Professional Service
Air Force,ERS,Medium <1B,510674198.7,1137,Professional Service
Air Force,ERS,Small,276845563.8,1475,Professional Service
Air Force,ICT,Large: Big 6,1109624078,1726,Professional Service
Air Force,ICT,Medium >1B (Small Subsidiary),66590192,122,Professional Service
Air Force,MED,Large,318919,5,Other Service
Air Force,MED,Unlabeled,31429,1,Other Service
Air Force,PAMS,Large,2643943059,3810,Professional Service
Air Force,PAMS,Unlabeled,54223,4,Professional Service
Air Force,Products,Large,4899138590,5361,Professional Service
Air Force,Products,Small,1929746244,20098,Professional Service
Air Force,Products,Unlabeled,631221747,12635,Professional Service
Army,FRS&C,Large: Big 6,15907869,50,Other Service
Army,FRS&C,Large: Big 6,80484042,112,Professional Service
Army,FRS&C,Medium >1B (Small Subsidiary),9941314,52,Other Service
Army,ICT,Large,1053127363,3040,Professional Service
Army,ICT,Medium >1B,114236697,266,Professional Service
Army,ICT,Unlabeled,6137905,37,Professional Service
Army,Unlabeled,Large,0,1,Professional Service
DLA,FRS&C,Large: Big 6,2360602,4,Professional Service
DLA,Fuel,Medium >1B,237214441,15,Professional Service
DLA,ICT,Medium >1B,5731909,20,Professional Service
MDA,FRS&C,Small,703425.15,4,Other Service
MDA,R&D,Large (Small Subsidiary),4730909,6,Professional Service
MDA,R&D,Large: Big 6,2668274870,82,Professional Service
MDA,R&D,Large: Big 6 (Small Subsidiary),18893956,10,Professional Service
MDA,R&D,Medium <1B,34805427,45,Professional Service
MilitaryHealth,ICT,Large,32473,1,Professional Service
MilitaryHealth,PAMS,Small,73177,4,Professional Service
MilitaryHealth,Products,Small,78092,3,Professional Service
Navy,ERS,Large: Big 6 JV,12980827,9,Professional Service
Navy,ERS,Unlabeled,26659,2,Professional Service
Navy,FRS&C,Large,1313562302,2551,Professional Service
Air Force,Unlabeled,Medium <1B,408046.6,7,Professional Service
Army,ERS,Large (Small Subsidiary),2607975,91,Professional Service
Army,ERS,Large: Big 6 (Small Subsidiary),600508,19,Professional Service
Army,ERS,Medium <1B,689504748,4054,Professional Service
Army,FRS&C,Medium >1B,106918238,259,Other Service
Army,ICT,Small,448993294.6,3891,Professional Service
Army,Unlabeled,Large,12614627.96,21,Professional Service
Army,Unlabeled,Small,5250306.34,33,Professional Service
DLA,ERS,Large (Small Subsidiary),585545,14,Professional Service
DLA,ERS,Medium <1B,24794477,158,Professional Service
DLA,ICT,Large,224406025,156,Professional Service
DLA,ICT,Small,31710390.84,145,Professional Service
DLA,MED,Medium <1B,258840,2,Other Service
DLA,Unlabeled,Small,0,NULL,Professional Service
MDA,ICT,Small,12835338,31,Professional Service
MDA,Products,Large: Big 6,1876800,4,Professional Service
MilitaryHealth,PAMS,Large: Big 6 (Small Subsidiary),212043,2,Professional Service
MilitaryHealth,PAMS,Medium <1B,1009350,7,Professional Service
Navy,ERS,Medium >1B,142256896,392,Professional Service
Navy,ERS,Medium >1B (Small Subsidiary),87804,5,Professional Service
Navy,FRS&C,Small,730658330,3494,Other Service
Navy,Fuel,Large,4144236,91,Professional Service
Navy,ICT,Large: Big 6,379051496,1117,Professional Service
Navy,ICT,Large: Big 6 JV,6087346,2,Professional Service
Navy,MED,Large: Big 6,976502,4,Other Service
Navy,Products,Large,4757598536,7037,Professional Service
Navy,Products,Medium >1B,429850578.3,785,Professional Service
Navy,Products,Medium >1B (Small Subsidiary),35730161,63,Professional Service
Navy,Products,Unlabeled,176702,5,Professional Service
Navy,Unlabeled,Large: Big 6,0,2,Professional Service
Other DoD,ERS,Large (Small Subsidiary),53463,1,Professional Service
Other DoD,ERS,Medium <1B,7519449,53,Professional Service
Other DoD,ERS,Small,210558248,103,Professional Service
Other DoD,Products,Large: Big 6,241441408,365,Professional Service
Other DoD,Products,Large: Big 6 (Small Subsidiary),7026742,31,Professional Service
Other DoD,Products,Medium <1B,410623372.8,1762,Professional Service
Other DoD,R&D,Large,286766535,282,Professional Service
Other DoD,Unlabeled,Small,1222763,3,Professional Service
Air Force,ERS,Large: Big 6,742272759,593,Professional Service
Air Force,FRS&C,Large (Small Subsidiary),53326688,49,Professional Service
Air Force,FRS&C,Unlabeled,398814,3,Professional Service
Air Force,PAMS,Large (Small Subsidiary),147870917,279,Professional Service
Air Force,PAMS,Large: Big 6 (Small Subsidiary),131334975.2,259,Professional Service
Air Force,PAMS,Medium <1B,1689803041,3658,Professional Service
Air Force,Products,Large: Big 6,16306209464,4057,Professional Service
Air Force,R&D,Large (Small Subsidiary),39782979,78,Professional Service
Air Force,R&D,Large: Big 6 (Small Subsidiary),92992530,200,Professional Service
Air Force,R&D,Medium <1B,373997336.5,933,Professional Service
Army,FRS&C,Large,2631010464,14298,Professional Service
Army,FRS&C,Medium >1B,713354689.9,655,Professional Service
Army,FRS&C,Medium >1B (Small Subsidiary),69877564,283,Professional Service
Army,FRS&C,Unlabeled,49855923.69,92,Other Service
Army,FRS&C,Unlabeled,98561181.45,71,Professional Service
Army,MED,Large (Small Subsidiary),5000,1,Professional Service
Army,MED,Large: Big 6 (Small Subsidiary),4980,4,Professional Service
Army,MED,Medium <1B,8068228,806,Professional Service
Army,PAMS,Large,9420521187,6649,Professional Service
Army,PAMS,Small,1671031601,20989,Professional Service
Army,PAMS,Unlabeled,8777220.29,298,Professional Service
Army,Products,Large: Big 6 JV,297118461,38,Professional Service
Army,R&D,Large,1149718645,2165,Professional Service
Army,R&D,Small,1257041393,4644,Professional Service
Army,R&D,Unlabeled,285313,32,Professional Service
Army,R&D,Medium >1B (Small Subsidiary),19839806,57,Professional Service
Army,Unlabeled,Large: Big 6,74689,4,Professional Service
DLA,FRS&C,Small,75814359.2,452,Professional Service
DLA,PAMS,Large: Big 6,515360,5,Professional Service
DLA,Products,Medium >1B,109342274,1094,Professional Service
MDA,PAMS,Large: Big 6,7182040.64,7,Professional Service
MDA,PAMS,Medium >1B (Small Subsidiary),10737,1,Professional Service
MDA,Products,Small,244359,8,Professional Service
Navy,FRS&C,Large: Big 6,133797057,469,Professional Service
Navy,FRS&C,Medium >1B (Small Subsidiary),103678675,613,Professional Service
Navy,ICT,Large,888271487,6371,Professional Service
Navy,ICT,Small,464505703,3082,Professional Service
Navy,PAMS,Medium >1B,422983938.1,2269,Professional Service
Navy,Products,Small,2245484986,16391,Professional Service
Navy,R&D,Medium >1B,147649149,531,Professional Service
Other DoD,FRS&C,Large (Small Subsidiary),2588823,8,Professional Service
Other DoD,FRS&C,Large: Big 6 (Small Subsidiary),3095731,1,Professional Service
Other DoD,FRS&C,Medium <1B,33197581,37,Other Service
Other DoD,FRS&C,Medium <1B,42236947.39,212,Professional Service
Other DoD,ICT,Large: Big 6,375605074.1,510,Professional Service
Other DoD,Products,Large,484247452.5,1206,Professional Service
Other DoD,Products,Unlabeled,244462287.2,427,Professional Service
Air Force,ERS,Large,1954360783,1913,Professional Service
Air Force,ERS,Unlabeled,52271,3,Professional Service
Air Force,Fuel,Medium <1B,326230,6,Professional Service
Air Force,Fuel,Small,4073704,32,Professional Service
Air Force,MED,Large (Small Subsidiary),18064,1,Other Service
Air Force,MED,Small,22986040,232,Other Service
Air Force,MED,Small,13487627,115,Professional Service
Air Force,MED,Unlabeled,45678,1,Professional Service
Air Force,PAMS,Large: Big 6,2897952760,2354,Professional Service
Air Force,Products,Large (Small Subsidiary),73373605,342,Professional Service
Air Force,Products,Large: Big 6 (Small Subsidiary),19237737,77,Professional Service
Air Force,Products,Medium <1B,1423229558,5389,Professional Service
Air Force,R&D,Large: Big 6,6188553818,2696,Professional Service
Army,ERS,Medium >1B,151034358,281,Professional Service
Army,FRS&C,Large: Big 6 (Small Subsidiary),904430,6,Other Service
Army,FRS&C,Medium <1B,3871977362,7768,Other Service
Army,FRS&C,Small,3019305027,34442,Professional Service
Army,Fuel,Unlabeled,35092,3,Professional Service
Army,PAMS,Large: Big 6 JV,1668614,10,Professional Service
Army,Products,Medium >1B,1020696635,1662,Professional Service
Army,R&D,Large: Big 6,3259416304,2488,Professional Service
Army,R&D,Large: Big 6 JV,993955935,137,Professional Service
Army,R&D,Medium >1B (Small Subsidiary),14413586,40,Professional Service
Army,Unlabeled,Large: Big 6,130193,2,Professional Service
DLA,Fuel,Unlabeled,497847,6,Professional Service
MDA,ERS,Large,0,1,Professional Service
MDA,PAMS,Large: Big 6,9766094,7,Professional Service
MDA,PAMS,Medium >1B (Small Subsidiary),10672263,12,Professional Service
MDA,R&D,Medium >1B (Small Subsidiary),65103823,59,Professional Service
MilitaryHealth,ICT,Small,161406,5,Professional Service
MilitaryHealth,MED,Medium <1B,48451993,27,Other Service
MilitaryHealth,PAMS,Medium >1B,-141708,9,Professional Service
MilitaryHealth,Products,Medium <1B,48251,4,Professional Service
Navy,ERS,Large: Big 6 (Small Subsidiary),57702620,471,Professional Service
Navy,ERS,Medium <1B,1066286203,7863,Professional Service
Navy,ERS,Small,962441802,10706,Professional Service
Navy,FRS&C,Large,97133863.08,557,Other Service
Navy,FRS&C,Large: Big 6,107794438,859,Professional Service
Navy,FRS&C,Medium >1B (Small Subsidiary),463908,20,Other Service
Navy,FRS&C,Medium >1B (Small Subsidiary),125770052,605,Professional Service
Navy,Fuel,Medium <1B,1495030,69,Professional Service
MilitaryHealth,ERS,Large,8400,1,Professional Service
Navy,ERS,Large: Big 6,2497603209,1974,Professional Service
Navy,FRS&C,Large: Big 6,178205,2,Other Service
Navy,Fuel,Medium >1B,36930,2,Professional Service
Navy,Fuel,Medium >1B (Small Subsidiary),31116,4,Professional Service
Navy,ICT,Large: Big 6 JV,4286396,1,Professional Service
Navy,ICT,Medium >1B,58085631,725,Professional Service
Navy,ICT,Medium >1B (Small Subsidiary),24012629,120,Professional Service
Navy,MED,Large,25104662,47,Other Service
Navy,MED,Medium >1B,4670362,9,Other Service
Navy,MED,Small,114900706.8,1407,Other Service
Navy,PAMS,Large (Small Subsidiary),73323332.58,516,Professional Service
Navy,PAMS,Large: Big 6 (Small Subsidiary),27431268.4,64,Professional Service
Navy,PAMS,Large: Big 6 JV,3012673,6,Professional Service
Navy,Products,Large (Small Subsidiary),116895584,611,Professional Service
Navy,Products,Large: Big 6 (Small Subsidiary),38995344,156,Professional Service
Navy,Products,Medium <1B,2304699831,17129,Professional Service
Other DoD,ERS,Medium >1B,18704340,2,Professional Service
Other DoD,ERS,Small,129685555,210,Professional Service
Other DoD,FRS&C,Small,7072628,49,Other Service
Other DoD,Fuel,Medium <1B,98886,3,Professional Service
Other DoD,PAMS,Medium >1B (Small Subsidiary),24415292,37,Professional Service
Other DoD,Products,Medium >1B,70577492.5,105,Professional Service
Other DoD,Products,Medium >1B (Small Subsidiary),881918,6,Professional Service
Air Force,ERS,Small,372692008.8,4252,Professional Service
Air Force,Fuel,Large: Big 6,1,2,Professional Service
Air Force,ICT,Large: Big 6,1225141482,2326,Professional Service
Air Force,PAMS,Large,3919689511,5413,Professional Service
Air Force,PAMS,Unlabeled,9137494,243,Professional Service
Air Force,Products,Large,5063768075,8490,Professional Service
Air Force,Products,Medium >1B,380780371.9,811,Professional Service
Air Force,Products,Small,1917276270,52541,Professional Service
Air Force,Products,Unlabeled,141072831.9,18353,Professional Service
Army,ERS,Large: Big 6,1321936042,255,Professional Service
Army,FRS&C,Large: Big 6,120530731,87,Professional Service
Army,FRS&C,Medium >1B (Small Subsidiary),8015737,37,Other Service
Army,FRS&C,Unlabeled,370686220,2768,Other Service
Army,Fuel,Large,402768,14,Professional Service
Army,Fuel,Medium >1B,8715,2,Professional Service
Army,Fuel,Medium >1B (Small Subsidiary),27153,6,Professional Service
Army,Fuel,Unlabeled,3186347,81,Professional Service
Army,ICT,Unlabeled,1545458.01,84,Professional Service
Army,MED,Large (Small Subsidiary),169602,5,Other Service
Army,MED,Medium <1B,322591861.8,1704,Other Service
Army,MED,Small,9010686.58,1215,Professional Service
Army,MED,Unlabeled,122330,40,Professional Service
Army,PAMS,Large (Small Subsidiary),128963667.5,592,Professional Service
Army,PAMS,Large: Big 6 (Small Subsidiary),122768069.5,302,Professional Service
Army,PAMS,Medium <1B,3288859407,20894,Professional Service
Army,R&D,Medium >1B,482166816,800,Professional Service
DLA,ERS,Large: Big 6,1013000,1,Professional Service
DLA,FRS&C,Medium >1B (Small Subsidiary),1984322,13,Professional Service
DLA,Fuel,Large,5436364847,166,Professional Service
DLA,Fuel,Medium >1B,544167565,21,Professional Service
DLA,Fuel,Medium >1B (Small Subsidiary),377260396.3,169,Professional Service
DLA,MED,Small,-16491,8,Professional Service
DLA,PAMS,Large: Big 6 (Small Subsidiary),319580,7,Professional Service
DLA,PAMS,Medium <1B,58352720.16,380,Professional Service
DLA,R&D,Large,15000,2,Professional Service
MDA,FRS&C,Medium <1B,10370911,15,Professional Service
MDA,PAMS,Large,25244902,42,Professional Service
MDA,PAMS,Medium >1B,7078671,13,Professional Service
MDA,R&D,Large: Big 6,2950725501,95,Professional Service
MilitaryHealth,ICT,Large,187283,10,Professional Service
DLA,Products,Medium <1B,3398000578,19657,Professional Service
MDA,ERS,Small,194646,1,Professional Service
MDA,ICT,Large: Big 6,832516,3,Professional Service
MDA,Products,Large,206205,1,Professional Service
MilitaryHealth,PAMS,Large,-205246,9,Professional Service
MilitaryHealth,PAMS,Small,-280629,10,Professional Service
Navy,ERS,Large,1014655794,1824,Professional Service
Navy,ERS,Unlabeled,2047296,6,Professional Service
Navy,Products,Large: Big 6,13864457640,5898,Professional Service
Navy,R&D,Large (Small Subsidiary),63977676,163,Professional Service
Navy,R&D,Large: Big 6 (Small Subsidiary),168399663,223,Professional Service
Navy,R&D,Large: Big 6 JV,320577904,27,Professional Service
Navy,R&D,Medium <1B,433146072.3,1532,Professional Service
Other DoD,ERS,Large: Big 6,101118992,30,Professional Service
Other DoD,Products,Small,458716457.3,2860,Professional Service
Other DoD,R&D,Medium >1B (Small Subsidiary),13708808,71,Professional Service
NULL,ICT,Small,401586,NULL,Professional Service
Air Force,ERS,Medium >1B,6108322,21,Professional Service
Air Force,ERS,Medium >1B (Small Subsidiary),168700,1,Professional Service
Air Force,FRS&C,Large,861139801.5,763,Professional Service
Air Force,FRS&C,Medium >1B,17713986,61,Professional Service
Air Force,FRS&C,Medium >1B (Small Subsidiary),201449575,887,Professional Service
