Fiscal_Year,Customer,SubCustomer,PlatformPortfolio,IsSiliconValley,AnnualPlatformPortfolioSubCustomerVendorRank,ContractorDisplayName,ParentID,JointVenture,SumOfobligatedAmount,SumOfnumberOfActions,WarningFlag
1990,Defense,Navy,Other R&D and Knowledge Based,1,474,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,666000,NULL,0
1990,Defense,Navy,Other Products,1,128,HEWLETT PACKARD^,HEWLETT PACKARD,0,637000,NULL,0
1990,Defense,Navy,Weapons and Ammunition,1,132,HEWLETT PACKARD^,HEWLETT PACKARD,0,559000,NULL,0
1990,Defense,Air Force,Missile and Space Systems,1,141,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,485000,NULL,0
1990,Defense,Navy,Ships & Submarines,1,411,HEWLETT PACKARD^,HEWLETT PACKARD,0,474000,NULL,0
1990,Defense,Navy,Electronics and Communications,1,959,LSI^,LSI,0,302000,NULL,0
1990,Defense,Air Force,Other Products,1,126,HEWLETT PACKARD^,HEWLETT PACKARD,0,299000,NULL,0
1990,Defense,Army,Facilities and Construction,1,1893,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,284000,NULL,0
1990,Defense,Navy,Other Services,1,371,HEWLETT PACKARD^,HEWLETT PACKARD,0,281000,NULL,0
1990,Defense,DLA,Other Products,1,1212,HEWLETT PACKARD^,HEWLETT PACKARD,0,279000,NULL,0
1990,Defense,Air Force,Facilities and Construction,1,1510,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,276000,NULL,0
1990,Defense,Army,Missile and Space Systems,1,161,LSI^,LSI,0,275000,NULL,0
1990,Defense,Army,Other Products,1,208,HEWLETT PACKARD^,HEWLETT PACKARD,0,187000,NULL,0
1990,Defense,Air Force,Aircraft and Drones,1,826,HEWLETT PACKARD^,HEWLETT PACKARD,0,180000,NULL,0
1990,Defense,Navy,Missile and Space Systems,1,173,HEWLETT PACKARD^,HEWLETT PACKARD,0,179000,NULL,0
1990,Defense,Army,Aircraft and Drones,1,361,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,121000,NULL,0
1990,Defense,Navy,Facilities and Construction,1,3039,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,120000,NULL,0
1990,Defense,Army,Other R&D and Knowledge Based,1,766,ORACLE^,ORACLE,0,99000,NULL,0
1990,Defense,Navy,Electronics and Communications,1,1661,INTEL^,INTEL,0,99000,NULL,0
1990,Defense,Navy,Weapons and Ammunition,1,320,ORACLE^,ORACLE,0,96000,NULL,0
1990,Defense,Air Force,Other R&D and Knowledge Based,1,668,HEWLETT PACKARD^,HEWLETT PACKARD,0,94000,NULL,0
1990,Defense,Navy,Ships & Submarines,1,877,ORACLE^,ORACLE,0,92000,NULL,0
1990,Defense,Navy,Other Products,1,653,ORACLE^,ORACLE,0,75000,NULL,0
1990,Defense,Army,Aircraft and Drones,1,429,HEWLETT PACKARD^,HEWLETT PACKARD,0,75000,NULL,0
1990,Defense,Army,Other Services,1,345,HEWLETT PACKARD^,HEWLETT PACKARD,0,70000,NULL,0
1990,Defense,Air Force,Land Vehicles,1,119,HEWLETT PACKARD^,HEWLETT PACKARD,0,55000,NULL,0
1990,Defense,Navy,Land Vehicles,1,149,HEWLETT PACKARD^,HEWLETT PACKARD,0,54000,NULL,0
1990,Defense,Air Force,Other R&D and Knowledge Based,1,807,ORACLE^,ORACLE,0,50000,NULL,0
1990,Defense,DLA,Electronics and Communications,1,706,ORACLE^,ORACLE,0,50000,NULL,0
1990,Defense,Air Force,Other Products,1,477,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,46000,NULL,0
1990,Defense,Air Force,Other R&D and Knowledge Based,1,881,INTEL^,INTEL,0,43000,NULL,0
1990,Defense,Air Force,Electronics and Communications,1,2252,INTEL^,INTEL,0,27000,NULL,0
1990,Defense,Army,Electronics and Communications,1,1844,CISCO SYSTEMS^,CISCO SYSTEMS,0,26000,NULL,0
1990,Defense,Navy,Ships & Submarines,1,1464,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,8000,NULL,0
1990,Defense,Army,NULL,1,1,HEWLETT PACKARD^,HEWLETT PACKARD,0,NULL,NULL,0
1990,Defense,Army,NULL,1,1,ORACLE^,ORACLE,0,NULL,NULL,0
1990,Defense,Navy,NULL,1,1,HEWLETT PACKARD^,HEWLETT PACKARD,0,NULL,NULL,0
1991,Defense,Air Force,Electronics and Communications,1,32,HEWLETT PACKARD^,HEWLETT PACKARD,0,41706000,NULL,0
1991,Defense,Navy,Electronics and Communications,1,40,HEWLETT PACKARD^,HEWLETT PACKARD,0,36620281,NULL,0
1991,Defense,Navy,Electronics and Communications,1,66,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,18097000,NULL,0
1991,Defense,Army,Electronics and Communications,1,39,HEWLETT PACKARD^,HEWLETT PACKARD,0,16952000,NULL,0
1991,Defense,Other DoD,Other R&D and Knowledge Based,1,30,INTEL^,INTEL,0,13271000,NULL,0
1991,Defense,Air Force,Electronics and Communications,1,78,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,12613000,NULL,0
1991,Defense,Navy,Facilities and Construction,1,63,HEWLETT PACKARD^,HEWLETT PACKARD,0,12421439,NULL,0
1991,Defense,Army,Facilities and Construction,1,151,HEWLETT PACKARD^,HEWLETT PACKARD,0,10034000,NULL,0
1991,Defense,DLA,Electronics and Communications,1,5,ORACLE^,ORACLE,0,9838000,NULL,0
1991,Defense,DLA,Electronics and Communications,1,6,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,8949000,NULL,0
1991,Defense,Air Force,Facilities and Construction,1,99,HEWLETT PACKARD^,HEWLETT PACKARD,0,6096000,NULL,0
1991,Defense,Navy,Other R&D and Knowledge Based,1,91,STANFORD UNIVERSITY^,STANFORD UNIVERSITY,0,4707000,NULL,0
1991,Defense,DLA,Other Products,1,269,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,4670000,NULL,0
1991,Defense,Air Force,Missile and Space Systems,1,63,LSI^,LSI,0,3700000,NULL,0
1991,Defense,Navy,Electronics and Communications,1,214,STANFORD UNIVERSITY^,STANFORD UNIVERSITY,0,3600000,NULL,0
1991,Defense,Army,Other R&D and Knowledge Based,1,85,STANFORD UNIVERSITY^,STANFORD UNIVERSITY,0,3495000,NULL,0
1991,Defense,Army,Electronics and Communications,1,151,ORACLE^,ORACLE,0,3435000,NULL,0
1991,Defense,Air Force,Missile and Space Systems,1,69,HEWLETT PACKARD^,HEWLETT PACKARD,0,3265000,NULL,0
1991,Defense,Air Force,Other R&D and Knowledge Based,1,105,STANFORD UNIVERSITY^,STANFORD UNIVERSITY,0,3264000,NULL,0
1991,Defense,Army,Missile and Space Systems,1,83,HEWLETT PACKARD^,HEWLETT PACKARD,0,3088000,NULL,0
1991,Defense,Air Force,Aircraft and Drones,1,181,HEWLETT PACKARD^,HEWLETT PACKARD,0,2856000,NULL,0
1991,Defense,Air Force,Electronics and Communications,1,203,ORACLE^,ORACLE,0,2697000,NULL,0
1991,Defense,Other DoD,Electronics and Communications,1,77,INTEL^,INTEL,0,2581000,NULL,0
1991,Defense,Army,Missile and Space Systems,1,106,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,1887000,NULL,0
1991,Defense,Navy,Electronics and Communications,1,342,ORACLE^,ORACLE,0,1689966,NULL,0
1991,Defense,Army,Electronics and Communications,1,317,STANFORD UNIVERSITY^,STANFORD UNIVERSITY,0,1125000,NULL,0
1991,Defense,DLA,Electronics and Communications,1,70,HEWLETT PACKARD^,HEWLETT PACKARD,0,982000,NULL,0
1991,Defense,Navy,Other R&D and Knowledge Based,1,392,HEWLETT PACKARD^,HEWLETT PACKARD,0,889000,NULL,0
1991,Defense,Army,Weapons and Ammunition,1,195,STANFORD UNIVERSITY^,STANFORD UNIVERSITY,0,844000,NULL,0
1991,Defense,Navy,Weapons and Ammunition,1,100,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,832000,NULL,0
1991,Defense,Air Force,Electronics and Communications,1,472,STANFORD UNIVERSITY^,STANFORD UNIVERSITY,0,681000,NULL,0
1991,Defense,Navy,Other R&D and Knowledge Based,1,462,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,638000,NULL,0
1991,Defense,Other DoD,Electronics and Communications,1,199,ORACLE^,ORACLE,0,580000,NULL,0
1991,Defense,Navy,Other Products,1,120,HEWLETT PACKARD^,HEWLETT PACKARD,0,536000,NULL,0
1991,Defense,Navy,Electronics and Communications,1,656,INTEL^,INTEL,0,533000,NULL,0
1991,Defense,Other DoD,Electronics and Communications,1,206,HEWLETT PACKARD^,HEWLETT PACKARD,0,528000,NULL,0
1991,Defense,Navy,Missile and Space Systems,1,125,HEWLETT PACKARD^,HEWLETT PACKARD,0,520106,NULL,0
1991,Defense,Navy,Aircraft and Drones,1,302,HEWLETT PACKARD^,HEWLETT PACKARD,0,504000,NULL,0
1991,Defense,Army,Facilities and Construction,1,2242,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,424000,NULL,0
1991,Defense,Air Force,Aircraft and Drones,1,578,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,411000,NULL,0
1991,Defense,Army,Other Products,1,200,HEWLETT PACKARD^,HEWLETT PACKARD,0,382000,NULL,0
1991,Defense,Navy,Weapons and Ammunition,1,155,HEWLETT PACKARD^,HEWLETT PACKARD,0,372000,NULL,0
1991,Defense,Air Force,Facilities and Construction,1,1485,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,344000,NULL,0
1991,Defense,Army,Electronics and Communications,1,701,CISCO SYSTEMS^,CISCO SYSTEMS,0,297000,NULL,0
1991,Defense,Navy,Aircraft and Drones,1,427,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,281000,NULL,0
1991,Defense,Navy,Weapons and Ammunition,1,195,ORACLE^,ORACLE,0,246000,NULL,0
1991,Defense,Air Force,Other Products,1,129,HEWLETT PACKARD^,HEWLETT PACKARD,0,226000,NULL,0
1991,Defense,Navy,Other Products,1,249,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,193000,NULL,0
1991,Defense,Air Force,Other Products,1,158,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,184000,NULL,0
1991,Defense,Navy,Other Products,1,255,ORACLE^,ORACLE,0,179000,NULL,0
1991,Defense,Navy,Ships & Submarines,1,814,HEWLETT PACKARD^,HEWLETT PACKARD,0,177000,NULL,0
1991,Defense,Navy,Electronics and Communications,1,1196,CISCO SYSTEMS^,CISCO SYSTEMS,0,167000,NULL,0
1991,Defense,Navy,Other Services,1,593,HEWLETT PACKARD^,HEWLETT PACKARD,0,165000,NULL,0
1991,Defense,Air Force,Electronics and Communications,1,1038,CISCO SYSTEMS^,CISCO SYSTEMS,0,157000,NULL,0
1991,Defense,Navy,Other R&D and Knowledge Based,1,1032,ORACLE^,ORACLE,0,115000,NULL,0
1991,Defense,Army,Electronics and Communications,1,1218,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,98000,NULL,0
1991,Defense,DLA,Facilities and Construction,1,710,HEWLETT PACKARD^,HEWLETT PACKARD,0,62000,NULL,0
1991,Defense,Navy,Facilities and Construction,1,4204,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,59000,NULL,0
1991,Defense,Army,Electronics and Communications,1,1638,INTEL^,INTEL,0,52000,NULL,0
1991,Defense,Navy,Other Services,1,825,ORACLE^,ORACLE,0,51000,NULL,0
1991,Defense,Other DoD,Facilities and Construction,1,206,HEWLETT PACKARD^,HEWLETT PACKARD,0,50000,NULL,0
1991,Defense,Air Force,Other R&D and Knowledge Based,1,872,ORACLE^,ORACLE,0,48000,NULL,0
1991,Defense,DLA,Missile and Space Systems,1,58,HEWLETT PACKARD^,HEWLETT PACKARD,0,28000,NULL,0
1991,Defense,Navy,Electronics and Communications,1,2680,LSI^,LSI,0,27000,NULL,0
1991,Defense,Navy,Ships & Submarines,1,1907,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,-102748,NULL,0
1992,Defense,Army,Electronics and Communications,1,22,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,46362602,NULL,0
1992,Defense,Navy,Electronics and Communications,1,38,HEWLETT PACKARD^,HEWLETT PACKARD,0,33831938,NULL,0
1992,Defense,Army,Electronics and Communications,1,32,HEWLETT PACKARD^,HEWLETT PACKARD,0,23933636,NULL,0
1992,Defense,Air Force,Electronics and Communications,1,54,HEWLETT PACKARD^,HEWLETT PACKARD,0,19689480,NULL,0
1992,Defense,Navy,Electronics and Communications,1,62,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,18320037,NULL,0
1992,Defense,Navy,Facilities and Construction,1,25,HEWLETT PACKARD^,HEWLETT PACKARD,0,17674409,NULL,0
1992,Defense,DLA,Electronics and Communications,1,3,ORACLE^,ORACLE,0,14863684,NULL,0
1992,Defense,Other DoD,Other R&D and Knowledge Based,1,37,INTEL^,INTEL,0,11690616,NULL,0
1992,Defense,Air Force,Electronics and Communications,1,98,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,7549022,NULL,0
1992,Defense,Navy,Other R&D and Knowledge Based,1,72,STANFORD UNIVERSITY^,STANFORD UNIVERSITY,0,6612035,NULL,0
1992,Defense,Air Force,Facilities and Construction,1,101,HEWLETT PACKARD^,HEWLETT PACKARD,0,6131835,NULL,0
1992,Defense,DLA,Electronics and Communications,1,9,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,6026992,NULL,0
1992,Defense,Army,Facilities and Construction,1,306,HEWLETT PACKARD^,HEWLETT PACKARD,0,5339867,NULL,0
1992,Defense,Navy,Weapons and Ammunition,1,22,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,5199718,NULL,0
1992,Defense,Army,Other R&D and Knowledge Based,1,91,STANFORD UNIVERSITY^,STANFORD UNIVERSITY,0,2855617,NULL,0
1992,Defense,DLA,Other Products,1,285,HEWLETT PACKARD^,HEWLETT PACKARD,0,2854062,NULL,0
1992,Defense,Army,Electronics and Communications,1,194,ORACLE^,ORACLE,0,2808816,NULL,0
1992,Defense,Air Force,Aircraft and Drones,1,167,HEWLETT PACKARD^,HEWLETT PACKARD,0,2737791,NULL,0
1992,Defense,Navy,Ships & Submarines,1,191,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,2722367,NULL,0
1992,Defense,Air Force,Electronics and Communications,1,215,ORACLE^,ORACLE,0,2660258,NULL,0
1992,Defense,Navy,Electronics and Communications,1,255,STANFORD UNIVERSITY^,STANFORD UNIVERSITY,0,2654653,NULL,0
1992,Defense,Navy,Other R&D and Knowledge Based,1,174,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,2519247,NULL,0
1992,Defense,Other DoD,Electronics and Communications,1,92,ORACLE^,ORACLE,0,2491060,NULL,0
1992,Defense,Army,Other Products,1,25,HEWLETT PACKARD^,HEWLETT PACKARD,0,2382720,NULL,0
1992,Defense,Navy,Electronics and Communications,1,328,ORACLE^,ORACLE,0,1745514,NULL,0
1992,Defense,Air Force,Other R&D and Knowledge Based,1,175,STANFORD UNIVERSITY^,STANFORD UNIVERSITY,0,1663381,NULL,0
1992,Defense,Navy,Ships & Submarines,1,294,HEWLETT PACKARD^,HEWLETT PACKARD,0,1435268,NULL,0
1992,Defense,Other DoD,Other R&D and Knowledge Based,1,178,HEWLETT PACKARD^,HEWLETT PACKARD,0,1276000,NULL,0
1992,Defense,DLA,Electronics and Communications,1,41,HEWLETT PACKARD^,HEWLETT PACKARD,0,1262900,NULL,0
1992,Defense,Air Force,Electronics and Communications,1,343,CISCO SYSTEMS^,CISCO SYSTEMS,0,1243817,NULL,0
1992,Defense,Other DoD,Other R&D and Knowledge Based,1,185,GILEAD SCIENCES^,GILEAD SCIENCES,0,1209000,NULL,0
1992,Defense,Army,Electronics and Communications,1,374,STANFORD UNIVERSITY^,STANFORD UNIVERSITY,0,1027638,NULL,0
1992,Defense,Army,Missile and Space Systems,1,157,HEWLETT PACKARD^,HEWLETT PACKARD,0,913570,NULL,0
1992,Defense,DLA,Other Services,1,11,ORACLE^,ORACLE,0,796190,NULL,0
1992,Defense,Air Force,Missile and Space Systems,1,140,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,729244,NULL,0
1992,Defense,Army,Facilities and Construction,1,1676,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,703268,NULL,0
1992,Defense,Army,Missile and Space Systems,1,175,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,698470,NULL,0
1992,Defense,Air Force,Other Products,1,42,HEWLETT PACKARD^,HEWLETT PACKARD,0,580459,NULL,0
1992,Defense,Air Force,Electronics and Communications,1,531,STANFORD UNIVERSITY^,STANFORD UNIVERSITY,0,553716,NULL,0
1992,Defense,Navy,Other R&D and Knowledge Based,1,557,HEWLETT PACKARD^,HEWLETT PACKARD,0,525050,NULL,0
1992,Defense,Air Force,Facilities and Construction,1,1234,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,476855,NULL,0
1992,Defense,Army,Electronics and Communications,1,590,CISCO SYSTEMS^,CISCO SYSTEMS,0,448153,NULL,0
1992,Defense,Other DoD,Electronics and Communications,1,256,HEWLETT PACKARD^,HEWLETT PACKARD,0,435140,NULL,0
1992,Defense,Other DoD,Electronics and Communications,1,257,INTEL^,INTEL,0,434640,NULL,0
1992,Defense,Navy,Electronics and Communications,1,802,CISCO SYSTEMS^,CISCO SYSTEMS,0,392778,NULL,0
1992,Defense,Navy,Aircraft and Drones,1,432,HEWLETT PACKARD^,HEWLETT PACKARD,0,241833,NULL,0
1992,Defense,Navy,Other Products,1,180,HEWLETT PACKARD^,HEWLETT PACKARD,0,235224,NULL,0
1992,Defense,Navy,Weapons and Ammunition,1,218,HEWLETT PACKARD^,HEWLETT PACKARD,0,223918,NULL,0
1992,Defense,Other DoD,Electronics and Communications,1,351,CISCO SYSTEMS^,CISCO SYSTEMS,0,196848,NULL,0
1992,Defense,Navy,Facilities and Construction,1,2498,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,184782,NULL,0
1992,Defense,Air Force,Other R&D and Knowledge Based,1,612,ORACLE^,ORACLE,0,172480,NULL,0
1992,Defense,Other DoD,Other R&D and Knowledge Based,1,484,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,112592,NULL,0
1992,Defense,Other DoD,Facilities and Construction,1,223,HEWLETT PACKARD^,HEWLETT PACKARD,0,99485,NULL,0
1992,Defense,Army,Electronics and Communications,1,1384,INTEL^,INTEL,0,95322,NULL,0
1992,Defense,Navy,Missile and Space Systems,1,194,HEWLETT PACKARD^,HEWLETT PACKARD,0,95303,NULL,0
1992,Defense,Navy,Aircraft and Drones,1,717,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,91450,NULL,0
1992,Defense,Navy,Other R&D and Knowledge Based,1,1229,ORACLE^,ORACLE,0,86683,NULL,0
1992,Defense,Air Force,Other R&D and Knowledge Based,1,852,HEWLETT PACKARD^,HEWLETT PACKARD,0,64783,NULL,0
1992,Defense,Navy,Electronics and Communications,1,2048,INTEL^,INTEL,0,60096,NULL,0
1992,Defense,Navy,Land Vehicles,1,131,HEWLETT PACKARD^,HEWLETT PACKARD,0,55200,NULL,0
1992,Defense,DLA,Other Products,1,2045,ORACLE^,ORACLE,0,54970,NULL,0
1992,Defense,Air Force,Missile and Space Systems,1,395,SUNPOWER^,SUNPOWER,0,49981,NULL,0
1992,Defense,Air Force,Other Services,1,332,ORACLE^,ORACLE,0,49336,NULL,0
1992,Defense,Navy,Ships & Submarines,1,1795,ORACLE^,ORACLE,0,47800,NULL,0
1992,Defense,Other DoD,Weapons and Ammunition,1,4,HEWLETT PACKARD^,HEWLETT PACKARD,0,46225,NULL,0
1992,Defense,Air Force,Aircraft and Drones,1,1325,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,44140,NULL,0
1992,Defense,DLA,Electronics and Communications,1,770,CISCO SYSTEMS^,CISCO SYSTEMS,0,32550,NULL,0
1992,Defense,Air Force,Facilities and Construction,1,4466,ORACLE^,ORACLE,0,30734,NULL,0
1992,Defense,Army,Other Products,1,843,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,30385,NULL,0
1992,Defense,Army,Facilities and Construction,1,7688,ORACLE^,ORACLE,0,30295,NULL,0
1992,Defense,Navy,Electronics and Communications,1,2763,APPLE COMPUTER^,APPLE COMPUTER,0,29475,NULL,0
1992,Defense,Other DoD,Facilities and Construction,1,378,ORACLE^,ORACLE,0,0,NULL,0
1992,Defense,Navy,Other Services,1,1031,HEWLETT PACKARD^,HEWLETT PACKARD,0,-81276,NULL,0
1992,Defense,Air Force,Missile and Space Systems,1,464,LSI^,LSI,0,-134106,NULL,0
1992,Defense,Air Force,Missile and Space Systems,1,470,HEWLETT PACKARD^,HEWLETT PACKARD,0,-2958982,NULL,0
1993,Defense,Navy,Electronics and Communications,1,40,HEWLETT PACKARD^,HEWLETT PACKARD,0,25745842,1,0
1993,Defense,Air Force,Electronics and Communications,1,52,HEWLETT PACKARD^,HEWLETT PACKARD,0,19893862,NULL,0
1993,Defense,Other DoD,Other R&D and Knowledge Based,1,19,INTEL^,INTEL,0,17938365,NULL,0
1993,Defense,Air Force,Missile and Space Systems,1,23,HEWLETT PACKARD^,HEWLETT PACKARD,0,17854830,NULL,0
1993,Defense,Air Force,Facilities and Construction,1,41,HEWLETT PACKARD^,HEWLETT PACKARD,0,12455417,NULL,0
1993,Defense,Navy,Facilities and Construction,1,54,HEWLETT PACKARD^,HEWLETT PACKARD,0,11493459,2,0
1993,Defense,Navy,Electronics and Communications,1,75,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,10796053,1,0
1993,Defense,Army,Electronics and Communications,1,67,HEWLETT PACKARD^,HEWLETT PACKARD,0,10408982,NULL,0
1993,Defense,DLA,Electronics and Communications,1,4,ORACLE^,ORACLE,0,9531623,NULL,0
1993,Defense,Navy,Weapons and Ammunition,1,11,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,8491420,NULL,0
1993,Defense,DLA,Electronics and Communications,1,6,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,7397938,NULL,0
1993,Defense,Air Force,Electronics and Communications,1,130,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,5002113,NULL,0
