"Fiscal.Year","Pricing.Mechanism","ProductOrServiceArea","SubCustomer","Query_Run","Action.Obligation","SumOfnumberOfActions","SubCustomer.sum","SubCustomer.detail","SubCustomer.component","Subcustomer.Obsolete","ServicesCategory.detail","ServicesCategory.sum","ProductsCategory.detail","ProductOrServiceArea.DLA","Pricing.Mechanism.Code","Pricing.Mechanism.detail","Pricing.Mechanism.sum","Pricing.Mechanism.hypothesis","Pricing.Mechanism.Incentive","Pricing.Mechanism.Correlation","IsCostBased","IsFixedPrice","IsIncentive","Deflator.2013","Deflator.2012","Deflator.2011","Deflator.2005","Deflator.2014","Obligation.2013","Obligation.2014","LogOfAction.Obligation"
2003-09-30,"Cost Plus Incentive","Aircraft","Air Force","08:22.5",255800865,62,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Aircraft","Aircraft","V","Cost (Plus Incentive)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.325683762726527,0.323675648487916,8.40790200872783
2003-09-30,"Fixed Price Redetermination","Aircraft","Air Force","08:22.5",249404,2,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Aircraft","Aircraft","A","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.000317539321686996,0.000315581424775402,5.39690341451541
2003-09-30,"Not Reported","Aircraft","Air Force","08:22.5",297787,5,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Aircraft","Aircraft","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.000379140198181286,0.000376802480070859,5.47390573454612
2003-09-30,"Firm Fixed Price","Electronics & Communications","Air Force","08:22.5",2027382808,4595,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,2.58124874361356,2.56533317474377,9.30693575940112
2003-09-30,"Cost Plus Award Fee","Engines & Power Plants","Air Force","08:22.5",156266257,40,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Engines & Power Plants","Engines & Power Pl.","R","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.198957038581361,0.197730301151461,8.1938652097481
2003-09-30,"Fixed Price with Economic Price Adjustment","Engines & Power Plants","Air Force","08:22.5",359453938,16,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Engines & Power Plants","Engines & Power Pl.","K","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.457654085941844,0.45483226369733,8.55564324588969
2003-09-30,"Combination (two or more)","ERS","Air Force","08:22.5",390652.94,1,"Air Force","Air Force","Air Force",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","2","Combination","Combination","Unlabeled","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.000497376423724683,0.000494309679868404,5.5917910970981
2003-09-30,"Firm Fixed Price","ERS","Air Force","08:22.5",2537403792,3486,"Air Force","Air Force","Air Force",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,3.23060367499195,3.21068428697963,9.40438958455846
2003-09-30,"Fixed Price Incentive","ERS","Air Force","08:22.5",189785833,197,"Air Force","Air Force","Air Force",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","L","Fixed Price (Other)","Fixed","Fixed","TRUE","Fixed",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.24163391395736,0.2401440377072,8.27826379039075
2003-09-30,"Not Reported","FRS&C","Air Force","08:22.5",27378489,188,"Air Force","Air Force","Air Force",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.0348580889876461,0.0346431595596609,7.43740947604523
2003-09-30,"Time and Materials","FRS&C","Air Force","08:22.5",7697353,47,"Air Force","Air Force","Air Force",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.00980021270871904,0.00973978615715551,6.88634140372679
2003-09-30,"Cost No Fee","ICT","Air Force","08:22.5",32332707,95,"Air Force","Air Force","Air Force",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","S","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.0411657625743147,0.04091194103505,7.50964206668849
2003-09-30,"Cost Plus Award Fee","ICT","Air Force","08:22.5",235702460,153,"Air Force","Air Force","Air Force",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","R","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.300094622653832,0.298244286979628,8.37236411523052
2003-09-30,"Fixed Price with Economic Price Adjustment","ICT","Air Force","08:22.5",4661658,7,"Air Force","Air Force","Air Force",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","K","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.0059351883660918,0.00589859293939011,6.66854040857515
2003-09-30,"Labor Hours","ICT","Air Force","08:22.5",105237446,324,"Air Force","Air Force","Air Force",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","Z","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.133987535159468,0.133161389345818,8.02217029968005
2003-09-30,"Fixed Price with Economic Price Adjustment","MED","Air Force","08:22.5",268020,1,"Air Force","Air Force","Air Force",FALSE,"MED","Services (Non-R&D)","Services (Non-R&D)","Other Services","K","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.000341241074716318,0.000339137036568392,5.42816720285548
2003-09-30,"Cost Plus Fixed Fee","Missiles & Space","Air Force","08:22.5",83354121,45,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Missiles & Space","Other Platform/Weap.","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.10612584819071,0.105471493103885,7.92092707606945
2003-09-30,"Firm Fixed Price","Other","Air Force","08:22.5",1040263064,4177,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Other","Other Products","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,1.32445521210003,1.31628883208908,9.0171431785265
2003-09-30,"Fixed Price Award Fee","Aircraft","Air Force","08:22.5",482272826,14,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Aircraft","Aircraft","M","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",0,"Fixed Price",0,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.614026182563674,0.61024019486271,8.68329279198465
2003-09-30,"Fixed Price Incentive","Electronics & Communications","Air Force","08:22.5",34701294,15,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","L","Fixed Price (Other)","Fixed","Fixed","TRUE","Fixed",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.0441814299627152,0.0439090142983677,7.54034566979322
2003-09-30,"Fixed Price with Economic Price Adjustment","Electronics & Communications","Air Force","08:22.5",1201021,8,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","K","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.00152913102304629,0.00151970264456536,6.07955060116176
2003-09-30,"Time and Materials","Electronics & Communications","Air Force","08:22.5",98128108,187,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.124935978784415,0.124165643426547,7.99179342532909
2003-09-30,"Fixed Price Award Fee","Engines & Power Plants","Air Force","08:22.5",394150268,35,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Engines & Power Plants","Engines & Power Pl.","M","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",0,"Fixed Price",0,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.501829195776602,0.498734996836644,8.59566182619481
2003-09-30,"Cost No Fee","ERS","Air Force","08:22.5",5e+06,5,"Air Force","Air Force","Air Force",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","S","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.00636596288926794,0.00632671137542705,6.69897000433602
2003-09-30,"Cost Sharing","ERS","Air Force","08:22.5",0,NA,"Air Force","Air Force","Air Force",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","T","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0,0,0
2003-09-30,"Fixed Price with Economic Price Adjustment","ERS","Air Force","08:22.5",21008414,19,"Air Force","Air Force","Air Force",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","K","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.0267477567772754,0.0265828343666962,7.32239326720618
2003-09-30,"Firm Fixed Price","FRS&C","Air Force","08:22.5",3505245852,14858,"Air Force","Air Force","Air Force",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,4.46285300231847,4.43533576110338,9.54471848404946
2003-09-30,"Cost No Fee","Ground Vehicles","Air Force","08:22.5",1032789,1,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Ground Vehicles","Ground Vehicles","S","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.00131493928928883,0.00130683158294319,6.01401160371156
2003-09-30,"Fixed Price Award Fee","ICT","Air Force","08:22.5",2993048,4,"Air Force","Air Force","Air Force",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","M","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",0,"Fixed Price",0,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.00381072649875952,0.00378723016575984,6.47611368174763
2003-09-30,"Cost Plus Award Fee","Launchers & Munitions","Air Force","08:22.5",96091927,6,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Launchers & Munitions","Other Platform/Weap.","R","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.122343528248049,0.121589177527521,7.98268690268805
2003-09-30,"Fixed Price Award Fee","Missiles & Space","Air Force","08:22.5",-7741110,1,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Missiles & Space","Other Platform/Weap.","M","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",0,"Fixed Price",0,0.785427136,0.801264525,0.819826908,0.9378,0.7903,-0.00985592379634818,-0.00979515373908642,NA
2003-09-30,"Cost No Fee","Other","Air Force","08:22.5",1981547,17,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Other","Other Products","S","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.00252289093306804,0.00250733518916867,6.29700437775453
2003-09-30,"Cost Plus Incentive","Other","Air Force","08:22.5",10692889,9,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Other","Other Products","V","Cost (Plus Incentive)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.0136141069106123,0.0135301644944958,7.02909505855293
2003-09-30,"Cost Plus Incentive","PAMS","Air Force","08:22.5",257632826.1,228,"Air Force","Air Force","Air Force",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","V","Cost (Plus Incentive)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.328016202001964,0.325993706314058,8.41100119753029
2003-09-30,"Firm Fixed Price","PAMS","Air Force","08:22.5",4993031224,8359,"Air Force","Air Force","Air Force",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,6.35709029538801,6.31789348854865,9.69836428193104
2003-09-30,"Cost Plus Incentive","R&D","Air Force","08:22.5",922689548,51,"Air Force","Air Force","Air Force",FALSE,"R&D","R&D","R&D","Other Services","V","Cost (Plus Incentive)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,1.17476148417668,1.16751809186385,8.96505560105811
2003-09-30,"Order Dependent (IDV only)","Unlabeled","Air Force","08:22.5",0,NA,"Air Force","Air Force","Air Force",FALSE,"Unlabeled","Unlabeled","Unlabeled","Unlabeled","1","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0,0,0
2003-09-30,"Time and Materials","Aircraft","Air Force","08:22.5",137466964,246,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Aircraft","Aircraft","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.175021918264866,0.173942760976844,8.13819834124744
2003-09-30,"Firm Fixed Price","Clothing & Subsistence","Air Force","08:22.5",99446958.2,574,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.126615129070356,0.125834440339112,7.9975915038289
2003-09-30,"Cost Plus Fixed Fee","Electronics & Communications","Air Force","08:22.5",125442350,187,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.159712268968512,0.15872750854106,8.09844418136135
2003-09-30,"Time and Materials","ICT","Air Force","08:22.5",264166313,563,"Air Force","Air Force","Air Force",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.336334589030548,0.334260803492345,8.42187743473574
2003-09-30,"Fixed Price Incentive","Launchers & Munitions","Air Force","08:22.5",-856869,2,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Launchers & Munitions","Other Platform/Weap.","L","Fixed Price (Other)","Fixed","Fixed","TRUE","Fixed",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,-0.00109095925099283,-0.00108423256991016,NA
2003-09-30,"Not Reported","Launchers & Munitions","Air Force","08:22.5",94375,1,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Launchers & Munitions","Other Platform/Weap.","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.000120157549534932,0.000119416677211186,4.97485696463724
2003-09-30,"Time and Materials","Launchers & Munitions","Air Force","08:22.5",7953594,48,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Launchers & Munitions","Other Platform/Weap.","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.0101264568480608,0.0100640187270657,6.90056341817374
2003-09-30,"Combination (two or more)","MED","Air Force","08:22.5",37532,2,"Air Force","Air Force","Air Force",FALSE,"MED","Services (Non-R&D)","Services (Non-R&D)","Other Services","2","Combination","Combination","Unlabeled","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,4.77854638320008e-05,4.74908262685056e-05,4.57440170765371
2003-09-30,"Time and Materials","MED","Air Force","08:22.5",6557800,19,"Air Force","Air Force","Air Force",FALSE,"MED","Services (Non-R&D)","Services (Non-R&D)","Other Services","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.00834934228704825,0.00829786157155511,6.81675816740793
2003-09-30,"Fixed Price Incentive","Missiles & Space","Air Force","08:22.5",25152464,11,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Missiles & Space","Other Platform/Weap.","L","Fixed Price (Other)","Fixed","Fixed","TRUE","Fixed",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.0320239304795295,0.0318264760217639,7.40058053607929
2003-09-30,"Time and Materials","Missiles & Space","Air Force","08:22.5",628001,8,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Missiles & Space","Other Platform/Weap.","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.000799566212084631,0.000794636214095913,5.79796033528837
2003-09-30,"Fixed Price Redetermination","Other","Air Force","08:22.5",50382,1,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Other","Other Products","A","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,6.41459884574194e-05,6.37504745033532e-05,4.70227540356947
2003-09-30,"Fixed Price Incentive","PAMS","Air Force","08:22.5",469030577,30,"Air Force","Air Force","Air Force",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","L","Fixed Price (Other)","Fixed","Fixed","TRUE","Fixed",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.597166249422785,0.593484217385803,8.67120115612555
2003-09-30,"Not Reported","PAMS","Air Force","08:22.5",369938667.6,1343,"Air Force","Air Force","Air Force",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.471003165849365,0.46809903530305,8.56812972803784
2003-09-30,"Fixed Price Incentive","R&D","Air Force","08:22.5",-32884934,58,"Air Force","Air Force","Air Force",FALSE,"R&D","R&D","R&D","Other Services","L","Fixed Price (Other)","Fixed","Fixed","TRUE","Fixed",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,-0.0418688538920051,-0.0416106972035936,NA
2003-09-30,"Firm Fixed Price","Missiles & Space","Air Force","08:22.5",471433777,240,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Missiles & Space","Other Platform/Weap.","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.600225985825883,0.596525087941288,8.67342069536947
2003-09-30,"Not Reported","Missiles & Space","Air Force","08:22.5",792389,15,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Missiles & Space","Other Platform/Weap.","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.00100886379357283,0.00100264330001265,5.89893843800172
2003-09-30,"Cost Plus Award Fee","Other","Air Force","08:22.5",78694200,30,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Other","Other Products","R","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.100192871360126,0.0995750980640263,7.89594272472478
2003-09-30,"Fixed Price with Economic Price Adjustment","Other","Air Force","08:22.5",4058233,25,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Other","Other Products","K","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.0051669121348005,0.00513505377704669,6.60833697806188
2003-09-30,"Labor Hours","Other","Air Force","08:22.5",876102,4,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Other","Other Products","Z","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.00111544656384268,0.00110856889788688,5.94255467175981
2003-09-30,"Combination (two or more)","PAMS","Air Force","08:22.5",26129978,57,"Air Force","Air Force","Air Force",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","2","Combination","Combination","Unlabeled","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.0332684940490775,0.0330633658104517,7.41713904407548
2003-09-30,"Cost No Fee","PAMS","Air Force","08:22.5",108851124,280,"Air Force","Air Force","Air Force",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","S","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.13858844316782,0.137733928887764,8.03683291793823
2003-09-30,"Order Dependent (IDV only)","PAMS","Air Force","08:22.5",0,NA,"Air Force","Air Force","Air Force",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","1","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0,0,0
2003-09-30,"Time and Materials","PAMS","Air Force","08:22.5",1095002184,2656,"Air Force","Air Force","Air Force",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,1.39414865340227,1.38555255472605,9.03941498538454
2003-09-30,"Firm Fixed Price","Ships","Air Force","08:22.5",2075199,28,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Ships","Other Platform/Weap.","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.00264212796436919,0.00262583702391497,6.31705974946158
2003-09-30,"Cost Plus Fixed Fee","Other","Air Force","08:22.5",19580697,20,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Other","Other Products","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.0249299980896,0.0247762836897381,7.29182814701085
2003-09-30,"Cost Sharing","R&D","Air Force","08:22.5",19867549,57,"Air Force","Air Force","Air Force",FALSE,"R&D","R&D","R&D","Other Services","T","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.0252952159269425,0.0251392496520309,7.29814429280525
2003-09-30,"Fixed Price Award Fee","R&D","Air Force","08:22.5",3063125,3,"Air Force","Air Force","Air Force",FALSE,"R&D","R&D","R&D","Other Services","M","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",0,"Fixed Price",0,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.00389994801503777,0.003875901556371,6.4861647198567
2003-09-30,"Not Reported","Ships","Air Force","08:22.5",2565199,14,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Ships","Other Platform/Weap.","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.00326599232751744,0.00324585473870682,6.40912106194278
2004-09-30,"Fixed Price Redetermination","Aircraft","Air Force","08:22.5",594069,3,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Aircraft","Aircraft","A","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.807788945,0.824077239,0.843168109,0.9645,0.811,0.000735426009079637,0.000732514180024661,5.77383689040025
2004-09-30,"Firm Fixed Price","Electronics & Communications","Air Force","08:22.5",1839812457,4223,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.807788945,0.824077239,0.843168109,0.9645,0.811,2.27759053696879,2.26857269667078,9.26477355505238
2004-09-30,"Fixed Price Redetermination","Electronics & Communications","Air Force","08:22.5",1387410,4,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","A","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.807788945,0.824077239,0.843168109,0.9645,0.811,0.00171754021714174,0.00171073982737361,6.14220482042816
2004-09-30,"Fixed Price Award Fee","Engines & Power Plants","Air Force","08:22.5",138617441,27,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Engines & Power Plants","Engines & Power Pl.","M","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",0,"Fixed Price",0,0.807788945,0.824077239,0.843168109,0.9645,0.811,0.171601062205673,0.170921628853268,8.14181787712659
2004-09-30,"Fixed Price with Economic Price Adjustment","Engines & Power Plants","Air Force","08:22.5",638908892,43,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Engines & Power Plants","Engines & Power Pl.","K","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.807788945,0.824077239,0.843168109,0.9645,0.811,0.790935424351468,0.787803812577065,8.80543893245779
2004-09-30,"Combination (two or more)","ERS","Air Force","08:22.5",244196,7,"Air Force","Air Force","Air Force",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","2","Combination","Combination","Unlabeled","","Other",NA,"Combination 
or Unlabeled",NA,0.807788945,0.824077239,0.843168109,0.9645,0.811,0.000302301735510877,0.000301104808877928,5.38773854579987
2004-09-30,"Fixed Price Incentive","ERS","Air Force","08:22.5",161532775,162,"Air Force","Air Force","Air Force",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","L","Fixed Price (Other)","Fixed","Fixed","TRUE","Fixed",1,"Other",1,0.807788945,0.824077239,0.843168109,0.9645,0.811,0.199969033990679,0.199177281134402,8.20826065395819
