"Fiscal.Year","Pricing.Mechanism","ProductOrServiceArea","SubCustomer","Query_Run","Action.Obligation","SumOfnumberOfActions","SubCustomer.sum","SubCustomer.detail","SubCustomer.component","Subcustomer.Obsolete","ServicesCategory.detail","ServicesCategory.sum","ProductsCategory.detail","ProductOrServiceArea.DLA","Pricing.Mechanism.Code","Pricing.Mechanism.detail","Pricing.Mechanism.sum","Pricing.Mechanism.hypothesis","Pricing.Mechanism.Incentive","Pricing.Mechanism.Correlation","IsCostBased","IsFixedPrice","IsIncentive","Deflator.2013","Deflator.2012","Deflator.2011","Deflator.2005","Deflator.2014","Obligation.2013","Obligation.2014","LogOfAction.Obligation"
2000-09-30,"Firm Fixed Price","Unlabeled","Air Force","08:22.5",0,NA,"Air Force","Air Force","Air Force",FALSE,"Unlabeled","Unlabeled","Unlabeled","Unlabeled","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0,0,0
2000-09-30,"Cost No Fee","Electronics & Communications","Air Force","08:22.5",2628701,9,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","S","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0035788700028389,0.00356966458446496,6.41974119035326
2000-09-30,"Fixed Price with Economic Price Adjustment","Electronics & Communications","Air Force","08:22.5",1103308,13,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","K","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.00150210918057709,0.00149824551873982,6.04269676722538
2000-09-30,"Labor Hours","Electronics & Communications","Air Force","08:22.5",110171956,138,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","Z","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.149994658381645,0.149608848451928,8.0420710599928
2000-09-30,"Cost Plus Award Fee","Engines & Power Plants","Air Force","08:22.5",98771404,27,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Engines & Power Plants","Engines & Power Pl.","R","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.134473268322979,0.134127381857686,7.99463122715241
2000-09-30,"Cost Plus Award Fee","ERS","Air Force","08:22.5",469102477,125,"Air Force","Air Force","Air Force",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","R","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.638664033373414,0.637021288701793,8.67126772615669
2000-09-30,"Cost Sharing","ERS","Air Force","08:22.5",0,4,"Air Force","Air Force","Air Force",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","T","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0,0,0
2000-09-30,"Time and Materials","FRS&C","Air Force","08:22.5",18519676,121,"Air Force","Air Force","Air Force",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0252137892056554,0.0251489353612167,7.26763338447102
2000-09-30,"Cost Plus Award Fee","ICT","Air Force","08:22.5",181907338,100,"Air Force","Air Force","Air Force",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","R","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.247659477157911,0.247022457903313,8.25985021851719
2000-09-30,"Cost Plus Incentive","Aircraft","Air Force","08:22.5",171112650,36,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Aircraft","Aircraft","V","Cost (Plus Incentive)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.232962946410136,0.232363728951657,8.23328211720982
2000-09-30,"Fixed Price Award Fee","Aircraft","Air Force","08:22.5",26132362,5,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Aircraft","Aircraft","M","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",0,"Fixed Price",0,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0355781530364721,0.0354866404128191,7.41717866564794
2000-09-30,"Fixed Price Redetermination","Aircraft","Air Force","08:22.5",1361621,5,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Aircraft","Aircraft","A","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.00185379187368039,0.00184902362846279,6.13405624082643
2000-09-30,"Cost Plus Incentive","Electronics & Communications","Air Force","08:22.5",35419917,42,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","V","Cost (Plus Incentive)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0482227832128278,0.0480987466051059,7.54924753916675
2000-09-30,"Firm Fixed Price","ERS","Air Force","08:22.5",1163441542,2592,"Air Force","Air Force","Air Force",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,1.58397856383074,1.57990432102118,9.06574456671632
2000-09-30,"Not Reported","ERS","Air Force","08:22.5",26303146,130,"Air Force","Air Force","Air Force",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0358106685392108,0.0357185578489951,7.42000769558972
2000-09-30,"Not Reported","Unlabeled","Air Force","08:22.5",0,1,"Air Force","Air Force","Air Force",FALSE,"Unlabeled","Unlabeled","Unlabeled","Unlabeled","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0,0,0
2000-09-30,"Fixed Price Incentive","Aircraft","Air Force","08:22.5",128151076,96,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Aircraft","Aircraft","L","Fixed Price (Other)","Fixed","Fixed","TRUE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.174472502474769,0.174023731667572,8.10772225701968
2000-09-30,"Not Reported","Aircraft","Air Force","08:22.5",9293892,16,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Aircraft","Aircraft","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0126532577453367,0.012620711569799,6.96819762143782
2000-09-30,"Cost Plus Award Fee","Electronics & Communications","Air Force","08:22.5",241243617,180,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","R","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.328443419109917,0.327598610809343,8.38245583128692
2000-09-30,"Cost Plus Fixed Fee","Electronics & Communications","Air Force","08:22.5",195398157,355,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.266026681123987,0.265342418522542,8.29092046312633
2000-09-30,"Labor Hours","ERS","Air Force","08:22.5",696760,9,"Air Force","Air Force","Air Force",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","Z","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.000948610535461444,0.000946170559478544,5.84308321048711
2000-09-30,"Cost Plus Award Fee","FRS&C","Air Force","08:22.5",318564466,244,"Air Force","Air Force","Air Force",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","R","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.433712625109434,0.432597047800109,8.50319733116136
2000-09-30,"Cost Plus Fixed Fee","FRS&C","Air Force","08:22.5",92773003,102,"Air Force","Air Force","Air Force",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.126306688174115,0.125981807441608,7.96742161464664
2000-09-30,"Fixed Price with Economic Price Adjustment","ICT","Air Force","08:22.5",245878,3,"Air Force","Air Force","Air Force",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","K","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.00033475294396663,0.000333891906572515,5.3907196718618
2000-09-30,"Time and Materials","ICT","Air Force","08:22.5",347614239,172,"Air Force","Air Force","Air Force",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.473262715126891,0.472045408745247,8.54109755774347
2000-09-30,"Cost Plus Award Fee","Aircraft","Air Force","08:22.5",523312554,146,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Aircraft","Aircraft","R","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.712468858808823,0.710636276480174,8.7187611533667
2000-09-30,"Cost Plus Fixed Fee","Aircraft","Air Force","08:22.5",137912626,197,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Aircraft","Aircraft","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.187762457656516,0.187279502987507,8.13960402796785
2000-09-30,"Firm Fixed Price","Aircraft","Air Force","08:22.5",8724477468,2275,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Aircraft","Aircraft","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,11.8780229096687,11.8474707604563,9.94073942536648
2000-09-30,"Time and Materials","Electronics & Communications","Air Force","08:22.5",75565768,213,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.102879734262924,0.102615111352526,7.87832510058601
2000-09-30,"Cost Plus Fixed Fee","Engines & Power Plants","Air Force","08:22.5",32774521,41,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Engines & Power Plants","Engines & Power Pl.","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0446211836432952,0.0445064109179794,7.51553635318967
2000-09-30,"Fixed Price Redetermination","Engines & Power Plants","Air Force","08:22.5",-222619,1,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Engines & Power Plants","Engines & Power Pl.","A","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,-0.000303086756980727,-0.000302307170016295,NA
2000-09-30,"Cost Plus Incentive","ERS","Air Force","08:22.5",61183600,15,"Air Force","Air Force","Air Force",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","V","Cost (Plus Incentive)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0832989947147638,0.0830847365562194,7.78663502698239
2000-09-30,"Fixed Price Award Fee","ERS","Air Force","08:22.5",20960003,23,"Air Force","Air Force","Air Force",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","M","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",0,"Fixed Price",0,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.028536195632791,0.0284627960347637,7.32139134047215
2000-09-30,"Cost No Fee","FRS&C","Air Force","08:22.5",50955094,57,"Air Force","Air Force","Air Force",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","S","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.069373297841191,0.0691948587724063,7.70718760709623
2000-09-30,"Fixed Price with Economic Price Adjustment","FRS&C","Air Force","08:22.5",128749415,423,"Air Force","Air Force","Air Force",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","K","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.175287116802769,0.174836250678979,8.10974526440955
2000-09-30,"Labor Hours","FRS&C","Air Force","08:22.5",980868,5,"Air Force","Air Force","Air Force",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","Z","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.00133541207689448,0.00133197718631179,5.99161056627005
2000-09-30,"Not Reported","Ground Vehicles","Air Force","08:22.5",1388730,29,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Ground Vehicles","Ground Vehicles","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.00189069967981998,0.00188583650190114,6.1426178174379
2000-09-30,"Cost Plus Fixed Fee","ICT","Air Force","08:22.5",55091193,103,"Air Force","Air Force","Air Force",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0750044292022214,0.0748115059750136,7.74108217712386
2000-09-30,"Fixed Price Award Fee","ICT","Air Force","08:22.5",98400,1,"Air Force","Air Force","Air Force",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","M","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",0,"Fixed Price",0,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.000133967616811249,0.000133623030961434,4.99299509843134
2000-09-30,"Fixed Price Redetermination","ICT","Air Force","08:22.5",601152,11,"Air Force","Air Force","Air Force",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","A","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.000818444113631262,0.000816338946224878,5.77898429632046
2000-09-30,"Firm Fixed Price","Missiles & Space","Air Force","08:22.5",478747142,231,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Missiles & Space","Other Platform/Weap.","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.651794854359114,0.650118335143943,8.68010619435562
2000-09-30,"Cost Plus Fixed Fee","PAMS","Air Force","08:22.5",893510351,1760,"Air Force","Air Force","Air Force",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,1.21647817398021,1.21334920016295,8.9510995880181
2000-09-30,"Time and Materials","Unlabeled","Air Force","08:22.5",10000,1,"Air Force","Air Force","Air Force",FALSE,"Unlabeled","Unlabeled","Unlabeled","Unlabeled","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,1.36145952043953e-05,1.35795763172189e-05,4
2000-09-30,"Fixed Price with Economic Price Adjustment","Aircraft","Air Force","08:22.5",46056293,17,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Aircraft","Aircraft","K","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0627037785810023,0.0625424945681695,7.66328897934178
2000-09-30,"Labor Hours","Aircraft","Air Force","08:22.5",29136,1,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Aircraft","Aircraft","Z","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,3.9667484587526e-05,3.9565453557849e-05,4.46442992845085
2000-09-30,"Firm Fixed Price","Electronics & Communications","Air Force","08:22.5",1145467892,2672,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,1.55950816692119,1.55549686583379,9.05898292021886
2000-09-30,"Fixed Price Redetermination","Electronics & Communications","Air Force","08:22.5",2358953,21,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","A","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.00321161902011938,0.00320335822922325,6.37271928804796
2000-09-30,"Fixed Price with Economic Price Adjustment","Engines & Power Plants","Air Force","08:22.5",420280073,11,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Engines & Power Plants","Engines & Power Pl.","K","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.572194306636869,0.570722532590983,8.62353879901971
2000-09-30,"Time and Materials","Engines & Power Plants","Air Force","08:22.5",6130108,15,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Engines & Power Plants","Engines & Power Pl.","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0083458938979225,0.00832442694187941,6.7874681259688
2000-09-30,"Fixed Price Incentive","ERS","Air Force","08:22.5",88043686,43,"Air Force","Air Force","Air Force",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","L","Fixed Price (Other)","Fixed","Fixed","TRUE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.119867914519288,0.119559595328626,7.9446982162524
2000-09-30,"Time and Materials","ERS","Air Force","08:22.5",619248198,1288,"Air Force","Air Force","Air Force",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.843081354682121,0.840912816404128,8.79186475147137
2000-09-30,"Fixed Price Award Fee","FRS&C","Air Force","08:22.5",41330703,54,"Air Force","Air Force","Air Force",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","M","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",0,"Fixed Price",0,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0562700790858085,0.0561253435632808,7.61627279232319
2000-09-30,"Fixed Price Redetermination","FRS&C","Air Force","08:22.5",23242852,110,"Air Force","Air Force","Air Force",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","A","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0316442021375669,0.0315628082563824,7.36628941682793
2000-09-30,"Fixed Price with Economic Price Adjustment","Fuels","Air Force","08:22.5",9988771,57,"Air Force","Air Force","Air Force",FALSE,"Fuels","Products (All)","Fuels","Fuels","K","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0135993073754402,0.0135643278109723,6.99951205671922
2000-09-30,"Firm Fixed Price","Ground Vehicles","Air Force","08:22.5",60242194,216,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Ground Vehicles","Ground Vehicles","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0820173085534649,0.0818063470939707,7.77990078033644
2000-09-30,"Cost No Fee","ICT","Air Force","08:22.5",1423587,1,"Air Force","Air Force","Air Force",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","S","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.00193815607432394,0.00193317083107007,6.15338401343265
2000-09-30,"Labor Hours","ICT","Air Force","08:22.5",110176791,326,"Air Force","Air Force","Air Force",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","Z","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.150001241038426,0.149615414177078,8.04209011899675
2000-09-30,"Fixed Price with Economic Price Adjustment","Missiles & Space","Air Force","08:22.5",22400814,20,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Missiles & Space","Other Platform/Weap.","K","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.030497801485895,0.0304193563280826,7.35026379999868
2000-09-30,"Fixed Price Incentive","Other","Air Force","08:22.5",207352,2,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Other","Other Products","L","Fixed Price (Other)","Fixed","Fixed","TRUE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.000282301354482177,0.000281575230852797,5.31670822867894
2000-09-30,"Not Reported","Other","Air Force","08:22.5",200485998,1816,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Other","Other Products","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.27295357069192,0.27225149103748,8.30208404676328
2000-09-30,"Time and Materials","Other","Air Force","08:22.5",30840288,84,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Other","Other Products","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0419878037106969,0.041879804454101,7.4891184250283
2000-09-30,"Cost Sharing","PAMS","Air Force","08:22.5",454187,5,"Air Force","Air Force","Air Force",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","T","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.000618357215209867,0.00061676670287887,5.65723469943664
2000-09-30,"Fixed Price Award Fee","PAMS","Air Force","08:22.5",5386152,12,"Air Force","Air Force","Air Force",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","M","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",0,"Fixed Price",0,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.00733302791893439,0.00731416621401412,6.73127860526372
2000-09-30,"Fixed Price with Economic Price Adjustment","PAMS","Air Force","08:22.5",33747372,22,"Air Force","Air Force","Air Force",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","K","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0459456808992143,0.0458275013579576,7.52823995878671
2000-09-30,"Cost Sharing","R&D","Air Force","08:22.5",43961055,93,"Air Force","Air Force","Air Force",FALSE,"R&D","R&D","R&D","Other Services","T","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0598511968583156,0.0596972501357958,7.64306810629878
2000-09-30,"Fixed Price Award Fee","R&D","Air Force","08:22.5",5364841,3,"Air Force","Air Force","Air Force",FALSE,"R&D","R&D","R&D","Other Services","M","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",0,"Fixed Price",0,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.00730401385509431,0.0072852267789245,6.72955685512846
2000-09-30,"Fixed Price with Economic Price Adjustment","R&D","Air Force","08:22.5",93288911,19,"Air Force","Air Force","Air Force",FALSE,"R&D","R&D","R&D","Other Services","K","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.127009076032386,0.126682388647474,7.96983002340647
2000-09-30,"Cost No Fee","Aircraft","Air Force","08:22.5",674632,12,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Aircraft","Aircraft","S","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.000918484159193158,0.000916121673003802,5.82906693734802
2000-09-30,"Time and Materials","Aircraft","Air Force","08:22.5",29340142,72,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Aircraft","Aircraft","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0399454156569476,0.039842669744704,7.46746221140458
2000-09-30,"Not Reported","Electronics & Communications","Air Force","08:22.5",481842639,3411,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.656009248220256,0.654321888919066,8.68290522875293
2000-09-30,"Not Reported","Engines & Power Plants","Air Force","08:22.5",3477783,45,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Engines & Power Plants","Engines & Power Pl.","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.00473486077537274,0.00472268196632265,6.54130248024212
2000-09-30,"Cost Plus Fixed Fee","ERS","Air Force","08:22.5",37602889,55,"Air Force","Air Force","Air Force",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0511948112250807,0.0510631300923411,7.57522121270849
2000-09-30,"Cost Plus Incentive","ICT","Air Force","08:22.5",1484256,4,"Air Force","Air Force","Air Force",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","V","Cost (Plus Incentive)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.00202075446196949,0.00201555676262901,6.1715088132064
