"Fiscal.Year","Pricing.Mechanism","ProductOrServiceArea","SubCustomer","Query_Run","Action.Obligation","SumOfnumberOfActions","SubCustomer.sum","SubCustomer.detail","SubCustomer.component","Subcustomer.Obsolete","ServicesCategory.detail","ServicesCategory.sum","ProductsCategory.detail","ProductOrServiceArea.DLA","Pricing.Mechanism.Code","Pricing.Mechanism.detail","Pricing.Mechanism.sum","Pricing.Mechanism.hypothesis","Pricing.Mechanism.Incentive","Pricing.Mechanism.Correlation","IsCostBased","IsFixedPrice","IsIncentive","Deflator.2013","Deflator.2012","Deflator.2011","Deflator.2005","Deflator.2014","Obligation.2013","Obligation.2014","LogOfAction.Obligation"
2000-09-30,"Cost Plus Award Fee","Engines & Power Plants","Navy","08:22.5",1505188,1,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Engines & Power Plants","Engines & Power Pl.","R","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.00204925253265133,0.00204398153177621,6.17759074728099
2000-09-30,"Cost Plus Incentive","ERS","Navy","08:22.5",124253489,13,"Navy","Navy","Navy",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","V","Cost (Plus Incentive)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.169166095546878,0.168730973655622,8.09430859243292
2000-09-30,"Not Reported","ERS","Navy","08:22.5",26272564,140,"Navy","Navy","Navy",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0357690323841567,0.0356770287887018,7.4195024586526
2000-09-30,"Cost Plus Award Fee","FRS&C","Navy","08:22.5",329765227,976,"Navy","Navy","Navy",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","R","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.448962007809051,0.447807206681151,8.51820485834849
2000-09-30,"Firm Fixed Price","FRS&C","Navy","08:22.5",3675984311,23125,"Navy","Navy","Navy",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,5.00470383719728,4.99183094921238,9.56537364916112
2000-09-30,"Fixed Price with Economic Price Adjustment","Fuels","Navy","08:22.5",3001854,56,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels","Fuels","K","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.00408690270726947,0.00407639054861488,6.47738956580989
2000-09-30,"Cost Plus Fixed Fee","Clothing & Subsistence","Navy","08:22.5",2e+06,1,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.00272291904087905,0.00271591526344378,6.30102999566398
2000-09-30,"Order Dependent (IDV only)","Clothing & Subsistence","Navy","08:22.5",0,NA,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.","1","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0,0,0
2000-09-30,"Cost Plus Award Fee","Electronics & Communications","Navy","08:22.5",136316053,38,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","R","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.185588788145589,0.185111424497556,8.13454700270772
2000-09-30,"Cost Plus Incentive","Electronics & Communications","Navy","08:22.5",30190051,22,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","V","Cost (Plus Incentive)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0411025323565048,0.0409968101575231,7.47986384667662
2000-09-30,"Firm Fixed Price","Engines & Power Plants","Navy","08:22.5",884523729,1593,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Engines & Power Plants","Engines & Power Pl.","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,1.20424325190172,1.20114574823465,8.94670948816211
2000-09-30,"Cost Plus Fixed Fee","ERS","Navy","08:22.5",608474599,1221,"Navy","Navy","Navy",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.828413535754173,0.826282725420967,8.78424245315871
2000-09-30,"Cost Plus Award Fee","Unlabeled","Navy","08:22.5",13395,3,"Navy","Navy","Navy",FALSE,"Unlabeled","Unlabeled","Unlabeled","Unlabeled","R","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,1.82367502762874e-05,1.81898424769147e-05,4.12694271794423
2000-09-30,"Order Dependent (IDV only)","Unlabeled","Navy","08:22.5",0,NA,"Navy","Navy","Navy",FALSE,"Unlabeled","Unlabeled","Unlabeled","Unlabeled","1","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0,0,0
2000-09-30,"Cost Plus Award Fee","Aircraft","Navy","08:22.5",237801168,39,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Aircraft","Aircraft","R","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.323756664145239,0.322923910917979,8.37621398339751
2000-09-30,"Cost Plus Fixed Fee","Aircraft","Navy","08:22.5",63651488,47,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Aircraft","Aircraft","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0866589243277422,0.0864360239000543,7.80380856074121
2000-09-30,"Cost No Fee","Electronics & Communications","Navy","08:22.5",2383479,3,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","S","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.00324501017631768,0.00323666349809886,6.3772113298631
2000-09-30,"Labor Hours","Electronics & Communications","Navy","08:22.5",3258907,8,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","Z","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.00443686996137701,0.00442545763172189,6.51307196710426
2000-09-30,"Fixed Price Redetermination","Engines & Power Plants","Navy","08:22.5",1394927,7,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Engines & Power Plants","Engines & Power Pl.","A","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.00189913664446815,0.00189425176534492,6.14455148049368
2000-09-30,"Time and Materials","Engines & Power Plants","Navy","08:22.5",46883,2,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Engines & Power Plants","Engines & Power Pl.","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,6.38293066967663e-05,6.36651276480174e-05,4.6710153940032
2000-09-30,"Fixed Price Award Fee","ERS","Navy","08:22.5",69235297,58,"Navy","Navy","Navy",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","M","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",0,"Fixed Price",0,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0942610542511081,0.0940185999456817,7.84032755954539
2000-09-30,"Fixed Price with Economic Price Adjustment","ERS","Navy","08:22.5",639839502,70,"Navy","Navy","Navy",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","K","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.871115581551185,0.868874934818034,8.80607104876942
2000-09-30,"Cost Plus Incentive","FRS&C","Navy","08:22.5",40297464,33,"Navy","Navy","Navy",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","V","Cost (Plus Incentive)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0548633660123691,0.0547222487778381,7.60527771598078
2000-09-30,"Fixed Price Award Fee","FRS&C","Navy","08:22.5",52232873,81,"Navy","Navy","Navy",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","M","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",0,"Fixed Price",0,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0711129422257587,0.0709300285171103,7.71794391428676
2000-09-30,"Firm Fixed Price","Ground Vehicles","Navy","08:22.5",85638993.98,311,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Ground Vehicles","Ground Vehicles","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.116594023674934,0.116294125448126,7.93267155690006
2000-09-30,"Firm Fixed Price","ICT","Navy","08:22.5",249933253,1376,"Navy","Navy","Navy",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.340274006771271,0.339398768332428,8.39782404177533
2000-09-30,"Fixed Price Incentive","ICT","Navy","08:22.5",3849000,1,"Navy","Navy","Navy",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","L","Fixed Price (Other)","Fixed","Fixed","TRUE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.00524025769417173,0.00522677892449756,6.58534791109459
2000-09-30,"Not Reported","ICT","Navy","08:22.5",604268915,2415,"Navy","Navy","Navy",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.822687667232413,0.820571584736556,8.78123025370369
2000-09-30,"Fixed Price with Economic Price Adjustment","Other","Navy","08:22.5",10824164,65,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Other","Other Products","K","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0147366611285988,0.0146987561108093,7.03439436375914
2000-09-30,"Cost Plus Incentive","R&D","Navy","08:22.5",458325631,111,"Navy","Navy","Navy",FALSE,"R&D","R&D","R&D","Other Services","V","Cost (Plus Incentive)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.623991793786403,0.622386788430201,8.66117414502704
2000-09-30,"Fixed Price Redetermination","R&D","Navy","08:22.5",64222777,20,"Navy","Navy","Navy",FALSE,"R&D","R&D","R&D","Other Services","A","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0874367111757146,0.0872118101575231,7.80768908057806
2000-09-30,"Time and Materials","Ships","Navy","08:22.5",2904199,42,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Ships","Other Platform/Weap.","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.00395394937780095,0.00394377919608908,6.46302637154626
2000-09-30,"Cost Plus Fixed Fee","Unlabeled","Navy","08:22.5",0,NA,"Navy","Navy","Navy",FALSE,"Unlabeled","Unlabeled","Unlabeled","Unlabeled","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0,0,0
2000-09-30,"Time and Materials","Aircraft","Navy","08:22.5",408191,5,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Aircraft","Aircraft","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.00055573552310773,0.00055430608365019,5.61086342494295
2000-09-30,"Firm Fixed Price","Clothing & Subsistence","Navy","08:22.5",37154358,396,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0505841544249185,0.0504540439978273,7.57000976141688
2000-09-30,"Fixed Price Redetermination","Clothing & Subsistence","Navy","08:22.5",103104,1,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.","A","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.000140371922395397,0.000140010863661054,5.01327551440311
2000-09-30,"Fixed Price Redetermination","ERS","Navy","08:22.5",4751602,23,"Navy","Navy","Navy",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","A","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.00646911378023949,0.006452474198805,6.67684005645912
2000-09-30,"Order Dependent (IDV only)","ERS","Navy","08:22.5",0,NA,"Navy","Navy","Navy",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","1","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0,0,0
2000-09-30,"Cost Plus Fixed Fee","Ground Vehicles","Navy","08:22.5",39090830,11,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Ground Vehicles","Ground Vehicles","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.053220582665383,0.053083690928843,7.59207489173164
2000-09-30,"Time and Materials","Launchers & Munitions","Navy","08:22.5",99300,1,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Launchers & Munitions","Other Platform/Weap.","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.000135192930379645,0.000134845192829984,4.99694924849538
2000-09-30,"Cost Plus Fixed Fee","MED","Navy","08:22.5",1328103,21,"Navy","Navy","Navy",FALSE,"MED","Services (Non-R&D)","Services (Non-R&D)","Other Services","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0018081584734743,0.00180350760456274,6.12323175771046
2000-09-30,"Firm Fixed Price","MED","Navy","08:22.5",124414343,783,"Navy","Navy","Navy",FALSE,"MED","Services (Non-R&D)","Services (Non-R&D)","Other Services","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.169385091756579,0.168949406572515,8.09487045050498
2000-09-30,"Order Dependent (IDV only)","Other","Navy","08:22.5",0,NA,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Other","Other Products","1","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0,0,0
2000-09-30,"Fixed Price Incentive","PAMS","Navy","08:22.5",121958643,141,"Navy","Navy","Navy",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","L","Fixed Price (Other)","Fixed","Fixed","TRUE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.166041755612235,0.165614670016295,8.08621258344596
2000-09-30,"Fixed Price with Economic Price Adjustment","PAMS","Navy","08:22.5",1936058,21,"Navy","Navy","Navy",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","K","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.00263586459622311,0.00262908473655622,6.28691836366589
2000-09-30,"Not Reported","PAMS","Navy","08:22.5",294954093,1231,"Navy","Navy","Navy",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.401568058007455,0.400535161596958,8.46975442713673
2000-09-30,"Time and Materials","PAMS","Navy","08:22.5",490005913,2045,"Navy","Navy","Navy",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.667123215325512,0.665407269147203,8.69020132077908
2000-09-30,"Fixed Price Incentive","R&D","Navy","08:22.5",3017722,1,"Navy","Navy","Navy",FALSE,"R&D","R&D","R&D","Other Services","L","Fixed Price (Other)","Fixed","Fixed","TRUE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.00410850634693981,0.00409793862031505,6.47967922900254
2000-09-30,"Not Reported","R&D","Navy","08:22.5",13995229,87,"Navy","Navy","Navy",FALSE,"R&D","R&D","R&D","Other Services","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0190539377627813,0.0190049280282455,7.14598000909891
2000-09-30,"Time and Materials","R&D","Navy","08:22.5",75475856,299,"Navy","Navy","Navy",FALSE,"R&D","R&D","R&D","Other Services","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.102757322714523,0.102493014665942,7.87780804721972
2000-09-30,"Cost Plus Incentive","Ships","Navy","08:22.5",491019781,23,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Ships","Other Platform/Weap.","V","Cost (Plus Incentive)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.668503555566581,0.666784058935361,8.69109898826574
2000-09-30,"Not Reported","Unlabeled","Navy","08:22.5",0,1,"Navy","Navy","Navy",FALSE,"Unlabeled","Unlabeled","Unlabeled","Unlabeled","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0,0,0
2000-09-30,"Firm Fixed Price","Aircraft","Navy","08:22.5",2245364685,1992,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Aircraft","Aircraft","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,3.05697312725195,3.04911010999457,9.3512868877984
2000-09-30,"Fixed Price Incentive","Aircraft","Navy","08:22.5",2933525815,61,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Aircraft","Aircraft","L","Fixed Price (Other)","Fixed","Fixed","TRUE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,3.99387664928687,3.98360376833243,9.46738991435658
2000-09-30,"Fixed Price Redetermination","Aircraft","Navy","08:22.5",566946,4,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Aircraft","Aircraft","A","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.000771874029275107,0.000769888647474199,5.75354169554396
2000-09-30,"Not Reported","Clothing & Subsistence","Navy","08:22.5",29148457,275,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0396844442887721,0.0395823696360674,7.46461556993133
2000-09-30,"Firm Fixed Price","Electronics & Communications","Navy","08:22.5",2042591751,5973,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,2.78090598577019,2.77375305676263,9.31018157367841
2000-09-30,"Time and Materials","Electronics & Communications","Navy","08:22.5",12844710.74,49,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0174875537242648,0.0174425729766431,7.10872432849833
2000-09-30,"Cost Plus Fixed Fee","Engines & Power Plants","Navy","08:22.5",749081894,20,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Engines & Power Plants","Engines & Power Pl.","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,1.01984467617517,1.01722147474199,8.87452929989984
2000-09-30,"Time and Materials","ERS","Navy","08:22.5",68010234,346,"Navy","Navy","Navy",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0925931805666199,0.0923550162954916,7.83257426910782
2000-09-30,"Fixed Price Redetermination","FRS&C","Navy","08:22.5",10839396,209,"Navy","Navy","Navy",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","A","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0147573988800141,0.0147194405214557,7.03500508283195
2000-09-30,"Not Reported","FRS&C","Navy","08:22.5",13702520,60,"Navy","Navy","Navy",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.018655426308013,0.0186074416078218,7.13680044463464
