"Fiscal.Year","Pricing.Mechanism","ProductOrServiceArea","SubCustomer","Query_Run","Action.Obligation","SumOfnumberOfActions","SubCustomer.sum","SubCustomer.detail","SubCustomer.component","Subcustomer.Obsolete","ServicesCategory.detail","ServicesCategory.sum","ProductsCategory.detail","ProductOrServiceArea.DLA","Pricing.Mechanism.Code","Pricing.Mechanism.detail","Pricing.Mechanism.sum","Pricing.Mechanism.hypothesis","Pricing.Mechanism.Incentive","Pricing.Mechanism.Correlation","IsCostBased","IsFixedPrice","IsIncentive","Deflator.2013","Deflator.2012","Deflator.2011","Deflator.2005","Deflator.2014","Obligation.2013","Obligation.2014","LogOfAction.Obligation"
2003-09-30,"Cost Plus Award Fee","Unlabeled","Navy","08:22.5",2433204,5,"Navy","Navy","Navy",FALSE,"Unlabeled","Unlabeled","Unlabeled","Unlabeled","R","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.00309793727320366,0.00307883588510692,6.38617852173816
2003-09-30,"Order Dependent (IDV only)","Unlabeled","Navy","08:22.5",0,NA,"Navy","Navy","Navy",FALSE,"Unlabeled","Unlabeled","Unlabeled","Unlabeled","1","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0,0,0
2003-09-30,"Cost Plus Award Fee","Aircraft","Navy","08:22.5",86572612,25,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Aircraft","Aircraft","R","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.110223607043798,0.109543985828167,7.93738052090269
2003-09-30,"Cost No Fee","Electronics & Communications","Navy","08:22.5",925400,7,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","S","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.00117821241154571,0.00117094774136404,5.96632949516388
2003-09-30,"Labor Hours","Electronics & Communications","Navy","08:22.5",1170113,4,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","Z","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.00148977918684999,0.00148059344552702,6.06822780440149
2003-09-30,"Fixed Price Award Fee","Engines & Power Plants","Navy","08:22.5",301228,6,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Engines & Power Plants","Engines & Power Pl.","M","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",0,"Fixed Price",0,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.00038352125384168,0.000381156522839428,5.47889533831323
2003-09-30,"Fixed Price Redetermination","Engines & Power Plants","Navy","08:22.5",339680,3,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Engines & Power Plants","Engines & Power Pl.","A","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.000432478054845306,0.000429811464001012,5.53106997682192
2003-09-30,"Fixed Price Award Fee","ERS","Navy","08:22.5",150462348,155,"Navy","Navy","Navy",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","M","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",0,"Fixed Price",0,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.191567544720024,0.190386369733013,8.17742783480264
2003-09-30,"Cost No Fee","FRS&C","Navy","08:22.5",8537002,34,"Navy","Navy","Navy",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","S","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.0108692475835212,0.0108022295330887,6.93130538316571
2003-09-30,"Fixed Price Incentive","FRS&C","Navy","08:22.5",168939698,895,"Navy","Navy","Navy",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","L","Fixed Price (Other)","Fixed","Fixed","TRUE","Fixed",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.215092769598426,0.213766541819562,8.22773171349377
2003-09-30,"Labor Hours","FRS&C","Navy","08:22.5",148299,3,"Navy","Navy","Navy",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","Z","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.000188813186103109,0.000187648994052891,5.17113822253245
2003-09-30,"Not Reported","FRS&C","Navy","08:22.5",32951144,161,"Navy","Navy","Navy",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.0419531519725848,0.041694475515627,7.51787049705636
2003-09-30,"Cost Plus Incentive","Ground Vehicles","Navy","08:22.5",261953,5,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Ground Vehicles","Ground Vehicles","V","Cost (Plus Incentive)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.000333516615346481,0.000331460204985449,5.41822337654226
2003-09-30,"Cost Plus Fixed Fee","ICT","Navy","08:22.5",717616233.8,4103,"Navy","Navy","Navy",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.913663662621404,0.908030157914716,8.85589225468767
2003-09-30,"Firm Fixed Price","ICT","Navy","08:22.5",886822409.3,6303,"Navy","Navy","Navy",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,1.129095709395,1.12213388498039,8.94783665885874
2003-09-30,"Order Dependent (IDV only)","Missiles & Space","Navy","08:22.5",0,NA,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Missiles & Space","Other Platform/Weap.","1","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0,0,0
2003-09-30,"Firm Fixed Price","Other","Navy","08:22.5",1738761945,9096,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Other","Other Products","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,2.21377880302827,2.20012899531823,9.24024012653987
2003-09-30,"Fixed Price Redetermination","Other","Navy","08:22.5",1400816,17,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Other","Other Products","A","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.00178350853413855,0.00177251170441604,6.14638109357798
2003-09-30,"Fixed Price Redetermination","R&D","Navy","08:22.5",4554735,8,"Navy","Navy","Navy",FALSE,"R&D","R&D","R&D","Other Services","A","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.00579905479608996,0.00576329874731115,6.65846311426497
2003-09-30,"Fixed Price with Economic Price Adjustment","Ships","Navy","08:22.5",99149544,13,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Ships","Other Platform/Weap.","K","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.126236463518368,0.125458109578641,7.99629072117633
2003-09-30,"Time and Materials","Ships","Navy","08:22.5",4816982,22,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Ships","Other Platform/Weap.","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.00613294573005433,0.00609513096292547,6.68277502345471
2003-09-30,"Cost Plus Fixed Fee","Unlabeled","Navy","08:22.5",53586,9,"Navy","Navy","Navy",FALSE,"Unlabeled","Unlabeled","Unlabeled","Unlabeled","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,6.82252974768623e-05,6.78046311527268e-05,4.72905133975003
2003-09-30,"Firm Fixed Price","Unlabeled","Navy","08:22.5",474278.61,40,"Navy","Navy","Navy",FALSE,"Unlabeled","Unlabeled","Unlabeled","Unlabeled","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.000603848006086716,0.000600124775401746,5.67603353838064
2003-09-30,"Firm Fixed Price","Aircraft","Navy","08:22.5",2367926618,3331,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Aircraft","Aircraft","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,3.01482659493955,2.99623765405542,9.37436823948184
2003-09-30,"Fixed Price Award Fee","Electronics & Communications","Navy","08:22.5",9581470,22,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","M","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",0,"Fixed Price",0,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.0121990564889268,0.0121238390484626,6.98143214414252
2003-09-30,"Fixed Price with Economic Price Adjustment","Electronics & Communications","Navy","08:22.5",49328083,50,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","K","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.0628041491553457,0.062416908768822,7.69309423813194
2003-09-30,"Cost Plus Fixed Fee","Engines & Power Plants","Navy","08:22.5",344446814,19,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Engines & Power Plants","Engines & Power Pl.","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.438547127050115,0.435843115272681,8.53712217205052
2003-09-30,"Cost Plus Award Fee","ERS","Navy","08:22.5",684795786,2495,"Navy","Navy","Navy",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","R","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.871876912080613,0.866501057826142,8.83556107917702
2003-09-30,"Fixed Price with Economic Price Adjustment","FRS&C","Navy","08:22.5",8653269,134,"Navy","Navy","Navy",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","K","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.0110172778649705,0.0109493470833861,6.93718020462798
2003-09-30,"Time and Materials","FRS&C","Navy","08:22.5",88023793,871,"Navy","Navy","Navy",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.112071239922121,0.111380226496267,7.94460007864954
2003-09-30,"Firm Fixed Price","Fuels","Navy","08:22.5",1167106.96,42,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels","Fuels","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.00148595191903326,0.00147678977603442,6.06711065896667
2003-09-30,"Fixed Price Redetermination","ICT","Navy","08:22.5",130576,4,"Navy","Navy","Navy",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","A","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.00016624839404581,0.000165223332911553,5.11586336051186
2003-09-30,"Firm Fixed Price","Launchers & Munitions","Navy","08:22.5",988400683,1047,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Launchers & Munitions","Other Platform/Weap.","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,1.25842441354102,1.25066516892319,8.99493303683428
2003-09-30,"Firm Fixed Price","MED","Navy","08:22.5",196806462.8,1514,"Navy","Navy","Navy",FALSE,"MED","Services (Non-R&D)","Services (Non-R&D)","Other Services","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.250572527710578,0.249027537390864,8.29403935584478
2003-09-30,"Firm Fixed Price","Missiles & Space","Navy","08:22.5",951200048.3,408,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Missiles & Space","Other Platform/Weap.","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,1.21106084154953,1.20359363317727,8.97827186366322
2003-09-30,"Cost Plus Award Fee","Other","Navy","08:22.5",34189444,27,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Other","Other Products","R","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.0435297463417409,0.0432613488548652,7.5338920382141
2003-09-30,"Cost Plus Fixed Fee","Other","Navy","08:22.5",43743846,120,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Other","Other Products","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.0556943400539703,0.0553509376186258,7.64091696395878
2003-09-30,"Time and Materials","PAMS","Navy","08:22.5",516741077.6,2447,"Navy","Navy","Navy",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.657910904672385,0.653854330760471,8.7132729865426
2003-09-30,"Cost Plus Fixed Fee","R&D","Navy","08:22.5",3023831005,6914,"Navy","Navy","Navy",FALSE,"R&D","R&D","R&D","Other Services","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,3.84991919224955,3.8261812033405,9.48055751578194
2003-09-30,"Time and Materials","R&D","Navy","08:22.5",85112965,193,"Navy","Navy","Navy",FALSE,"R&D","R&D","R&D","Other Services","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.108365195317112,0.107697032772365,7.92999571988585
2003-09-30,"Cost No Fee","Ships","Navy","08:22.5",4574164,2,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Ships","Other Platform/Weap.","S","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.00582379165468508,0.00578788308237378,6.66031173154712
2003-09-30,"Labor Hours","ERS","Navy","08:22.5",4588874,17,"Navy","Navy","Navy",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","Z","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.0058425203175053,0.00580649626724029,6.66170613312373
2003-09-30,"Not Reported","ERS","Navy","08:22.5",987086,35,"Navy","Navy","Navy",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.00125675056890319,0.00124900164494496,5.99435499228297
2003-09-30,"Time and Materials","ERS","Navy","08:22.5",112741836.9,521,"Navy","Navy","Navy",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.14354206995466,0.142657012400354,8.05208510649122
2003-09-30,"Cost Plus Fixed Fee","FRS&C","Navy","08:22.5",475731845,162,"Navy","Navy","Navy",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.605698254102593,0.60196361508288,8.67736222361851
2003-09-30,"Fixed Price Award Fee","FRS&C","Navy","08:22.5",194606655,1571,"Navy","Navy","Navy",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","M","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",0,"Fixed Price",0,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.247771748746914,0.246244027584462,8.28915768783551
2003-09-30,"Fixed Price Redetermination","FRS&C","Navy","08:22.5",5884583,91,"Navy","Navy","Navy",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","A","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.0074922073993634,0.00744601164114893,6.76971569280129
2003-09-30,"Firm Fixed Price","Ground Vehicles","Navy","08:22.5",266131506,618,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Ground Vehicles","Ground Vehicles","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.338836658172197,0.336747445273947,8.42509629158254
2003-09-30,"Time and Materials","ICT","Navy","08:22.5",79519280,491,"Navy","Navy","Navy",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.101243357092261,0.100619106668354,7.90047243912765
2003-09-30,"Labor Hours","MED","Navy","08:22.5",14023,3,"Navy","Navy","Navy",FALSE,"MED","Services (Non-R&D)","Services (Non-R&D)","Other Services","Z","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,1.78539795192409e-05,1.77438947235227e-05,4.14684093403507
2003-09-30,"Cost Plus Incentive","Missiles & Space","Navy","08:22.5",763164559,51,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Missiles & Space","Other Platform/Weap.","V","Cost (Plus Incentive)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.971655452199706,0.965664379349614,8.88261819373466
2003-09-30,"Not Reported","Missiles & Space","Navy","08:22.5",2030151,42,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Missiles & Space","Other Platform/Weap.","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.00258477318512204,0.00256883588510692,6.30752834137523
2003-09-30,"Cost No Fee","Other","Navy","08:22.5",79520,1,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Other","Other Products","S","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.000101244273790917,0.000100620017714792,4.90047637138926
2003-09-30,"Fixed Price with Economic Price Adjustment","Other","Navy","08:22.5",28074188,45,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Other","Other Products","K","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.0357438477908662,0.0355234569150955,7.44830720385712
2003-09-30,"Not Reported","Other","Navy","08:22.5",306164778,3328,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Other","Other Products","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.389806722949791,0.38740323674554,8.48595522685834
2003-09-30,"Time and Materials","Other","Navy","08:22.5",6647560,26,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Other","Other Products","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.00846362405283639,0.00841143869416677,6.82266226590602
2003-09-30,"Fixed Price Award Fee","PAMS","Navy","08:22.5",1613313,24,"Navy","Navy","Navy",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","M","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",0,"Fixed Price",0,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.0020540581373547,0.00204139314184487,6.2077186333441
2003-09-30,"Cost No Fee","R&D","Navy","08:22.5",120273681,409,"Navy","Navy","Navy",FALSE,"R&D","R&D","R&D","Other Services","S","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.15313155796033,0.152187373149437,8.08017060284284
2003-09-30,"Cost Plus Incentive","R&D","Navy","08:22.5",365513638,112,"Navy","Navy","Navy",FALSE,"R&D","R&D","R&D","Other Services","V","Cost (Plus Incentive)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.465369251005863,0.462499858281665,8.5629035859386
2003-09-30,"Cost Sharing","R&D","Navy","08:22.5",30606011,37,"Navy","Navy","Navy",FALSE,"R&D","R&D","R&D","Other Services","T","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.0389673460429052,0.0387270795900291,7.48580673000313
2003-09-30,"Cost Plus Fixed Fee","Ships","Navy","08:22.5",576552141,239,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Ships","Other Platform/Weap.","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.734061906666795,0.729535797798304,8.76083858921027
2003-09-30,"Not Reported","MED","Navy","08:22.5",1634724,27,"Navy","Navy","Navy",FALSE,"MED","Services (Non-R&D)","Services (Non-R&D)","Other Services","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.00208131846363913,0.00206848538529672,6.21344443871177
2003-09-30,"Cost No Fee","Missiles & Space","Navy","08:22.5",18573606,4,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Missiles & Space","Other Platform/Weap.","S","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.0236477773031769,0.02350196887258,7.2688962286654
2003-09-30,"Fixed Price Incentive","Missiles & Space","Navy","08:22.5",313150211,23,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Missiles & Space","Other Platform/Weap.","L","Fixed Price (Other)","Fixed","Fixed","TRUE","Fixed",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.398700524398485,0.396242200430216,8.4957527086642
2003-09-30,"Fixed Price Incentive","Other","Navy","08:22.5",52124037,11,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Other","Other Products","L","Fixed Price (Other)","Fixed","Fixed","TRUE","Fixed",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.0663639370361658,0.0659547475642161,7.71703804439525
2003-09-30,"Cost Plus Incentive","PAMS","Navy","08:22.5",191492643,67,"Navy","Navy","Navy",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","V","Cost (Plus Incentive)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.243807011781167,0.242303736555738,8.28215209336532
2003-09-30,"Fixed Price Award Fee","R&D","Navy","08:22.5",17520578,18,"Navy","Navy","Navy",FALSE,"R&D","R&D","R&D","Other Services","M","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",0,"Fixed Price",0,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.0223070698693048,0.0221695280273314,7.24354842934747
2003-09-30,"Cost Plus Award Fee","Ships","Navy","08:22.5",798928326,539,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Ships","Other Platform/Weap.","R","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,1.01718961490019,1.01091778565102,8.90250781934037
2003-09-30,"Firm Fixed Price","Ships","Navy","08:22.5",370131328,1336,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Ships","Other Platform/Weap.","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.471248459640692,0.468342816651904,8.56835584543481
2004-09-30,"Combination (two or more)","Aircraft","Navy","08:22.5",1e+06,1,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Aircraft","Aircraft","2","Combination","Combination","Unlabeled","","Other",NA,"Combination 
or Unlabeled",NA,0.807788945,0.824077239,0.843168109,0.9645,0.811,0.00123794712243803,0.00123304562268804,6
2004-09-30,"Cost No Fee","Aircraft","Navy","08:22.5",65880580,5,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Aircraft","Aircraft","S","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.807788945,0.824077239,0.843168109,0.9645,0.811,0.0815566744355483,0.0812337607891492,7.81875741395993
2004-09-30,"Fixed Price Incentive","Aircraft","Navy","08:22.5",3028626868,43,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Aircraft","Aircraft","L","Fixed Price (Other)","Fixed","Fixed","TRUE","Fixed",1,"Other",1,0.807788945,0.824077239,0.843168109,0.9645,0.811,3.7492799161791,3.73443510234279,9.48124577080708
2004-09-30,"Cost Plus Incentive","Aircraft","Navy","08:22.5",188025980,24,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Aircraft","Aircraft","V","Cost (Plus Incentive)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.807788945,0.824077239,0.843168109,0.9645,0.811,0.23276622088459,0.231844611590629,8.2742178609185
2004-09-30,"Fixed Price Award Fee","Aircraft","Navy","08:22.5",14650804,8,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Aircraft","Aircraft","M","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",0,"Fixed Price",0,0.807788945,0.824077239,0.843168109,0.9645,0.811,0.0181369206532035,0.0180651097410604,7.16586145835446
2004-09-30,"Firm Fixed Price","Clothing & Subsistence","Navy","08:22.5",190314272.7,5683,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.807788945,0.824077239,0.843168109,0.9645,0.811,0.235599006247851,0.234666180887793,8.27947135960817
