"Fiscal.Year","Pricing.Mechanism","ProductOrServiceArea","SubCustomer","Query_Run","Action.Obligation","SumOfnumberOfActions","SubCustomer.sum","SubCustomer.detail","SubCustomer.component","Subcustomer.Obsolete","ServicesCategory.detail","ServicesCategory.sum","ProductsCategory.detail","ProductOrServiceArea.DLA","Pricing.Mechanism.Code","Pricing.Mechanism.detail","Pricing.Mechanism.sum","Pricing.Mechanism.hypothesis","Pricing.Mechanism.Incentive","Pricing.Mechanism.Correlation","IsCostBased","IsFixedPrice","IsIncentive","Deflator.2013","Deflator.2012","Deflator.2011","Deflator.2005","Deflator.2014","Obligation.2013","Obligation.2014","LogOfAction.Obligation"
2000-09-30,"Cost Sharing","R&D","DLA","08:22.5",550000,2,"Other DoD","DLA","DLA",FALSE,"R&D","R&D","R&D","Other Services","T","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.000748802736241739,0.00074687669744704,5.74036268949424
2000-09-30,"Not Reported","Missiles & Space","DLA","08:22.5",140117,1,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Missiles & Space","Other Platform/Weap.","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.000190763623625425,0.000190272949483976,5.14649083020579
2000-09-30,"Cost Sharing","Other","DLA","08:22.5",42005,1,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products","T","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,5.71881071560623e-05,5.7041010320478e-05,4.6233009890447
2000-09-30,"Fixed Price with Economic Price Adjustment","PAMS","DLA","08:22.5",127720,2,"Other DoD","DLA","DLA",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","K","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.000173885609950536,0.00017343834872352,5.10625890986741
2000-09-30,"Cost Plus Fixed Fee","Electronics & Communications","DLA","08:22.5",273510,7,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.000372372793435415,0.000371414991852254,5.43697320951927
2000-09-30,"Fixed Price Redetermination","Engines & Power Plants","DLA","08:22.5",11094346,60,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Engines & Power Plants","Engines & Power Pl.","A","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0151045029847502,0.0150656518196632,7.04510170612074
2000-09-30,"Fixed Price with Economic Price Adjustment","FRS&C","DLA","08:22.5",1413520,4,"Other DoD","DLA","DLA",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","K","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.00192445026133168,0.00191950027159153,6.15030195773406
2000-09-30,"Not Reported","Ground Vehicles","DLA","08:22.5",513009,6,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Ground Vehicles","Ground Vehicles","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.000698440987121161,0.000696644486692015,5.71012498424642
2000-09-30,"Not Reported","ICT","DLA","08:22.5",161377922,344,"Other DoD","DLA","DLA",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.219709508295647,0.21914438077132,8.20784411892738
2000-09-30,"Firm Fixed Price","Missiles & Space","DLA","08:22.5",7715750,82,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Missiles & Space","Other Platform/Weap.","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0105046812948313,0.0104776615969582,6.88737814751262
2000-09-30,"Cost Plus Fixed Fee","PAMS","DLA","08:22.5",108487300,412,"Other DoD","DLA","DLA",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.147701067431779,0.147321156979902,8.0353789007399
2000-09-30,"Firm Fixed Price","R&D","DLA","08:22.5",2731770,2,"Other DoD","DLA","DLA",FALSE,"R&D","R&D","R&D","Other Services","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.00371919427415108,0.00370962791960891,6.43644413134342
2001-09-30,"Not Reported","Aircraft","DLA","08:22.5",28050,1,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Aircraft","Aircraft","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.753098827,0.768284347,0.7860827,0.8992,0.756,3.72461076745244e-05,3.71031746031746e-05,4.44793286559218
2001-09-30,"Firm Fixed Price","Clothing & Subsistence","DLA","08:22.5",2474741867,21905,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.753098827,0.768284347,0.7860827,0.8992,0.756,3.28607850427577,3.27346807804233,9.39352990565989
2001-09-30,"Not Reported","Clothing & Subsistence","DLA","08:22.5",100598991,199,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.13358006597984,0.133067448412698,8.00259362480212
2001-09-30,"Cost Plus Fixed Fee","Electronics & Communications","DLA","08:22.5",166918,4,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.000221641561526426,0.000220791005291005,5.22250317238422
2001-09-30,"Time and Materials","ICT","DLA","08:22.5",17406484,13,"Other DoD","DLA","DLA",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.0231131471407802,0.0230244497354497,7.24071105522945
2001-09-30,"Cost Sharing","Other","DLA","08:22.5",1891000,1,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products","T","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.00251095863146259,0.00250132275132275,6.27669152884504
2000-09-30,"Fixed Price Redetermination","MED","DLA","08:22.5",32000,1,"Other DoD","DLA","DLA",FALSE,"MED","Services (Non-R&D)","Services (Non-R&D)","Other Services","A","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,4.35667046540648e-05,4.34546442151005e-05,4.50514997831991
2000-09-30,"Firm Fixed Price","Other","DLA","08:22.5",633491624,6463,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.862473202613496,0.860254785442694,8.80174087703378
2000-09-30,"Labor Hours","PAMS","DLA","08:22.5",84805.7,2,"Other DoD","DLA","DLA",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","Z","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.000115459527652538,0.000115162547528517,4.92842504323966
2001-09-30,"Firm Fixed Price","Unlabeled","DLA","08:22.5",0,NA,"Other DoD","DLA","DLA",FALSE,"Unlabeled","Unlabeled","Unlabeled","Unlabeled","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.753098827,0.768284347,0.7860827,0.8992,0.756,0,0,0
2001-09-30,"Fixed Price Redetermination","Aircraft","DLA","08:22.5",2558363,9,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Aircraft","Aircraft","A","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.00339711457285273,0.00338407804232804,6.40796216551878
2001-09-30,"Firm Fixed Price","ERS","DLA","08:22.5",16975486.36,100,"Other DoD","DLA","DLA",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.0225408482278781,0.022454347037037,7.22982222598278
